track,id,playlist_id,mode,key,variable,value
Riva (UK Radio Edit) [Restart the Game],41JQAZ5u0Ta5e9rc0e3dhg,00X3SYeYrgAdtgrKt8QzsJ,0.0,2.0,acousticness,0.106
Never Need,7wDo3yDdE2pzHrhutOAPc1,00X3SYeYrgAdtgrKt8QzsJ,1.0,2.0,acousticness,0.318
Live For,0F9fZwEu2cWSgqoRWzAtAS,00X3SYeYrgAdtgrKt8QzsJ,1.0,0.0,acousticness,0.224
Summer Feeling,793OuR8rJ0zpVp708ONAxO,00X3SYeYrgAdtgrKt8QzsJ,1.0,10.0,acousticness,0.0256
Better,0mdaq2XYJsFTXm3rLMdUc0,00X3SYeYrgAdtgrKt8QzsJ,1.0,6.0,acousticness,0.0818
Azoteas - Acústico,3AMvFlxy63yFjYPq97Y26Q,3FInOSJaKv5QzLQrd3lCgA,1.0,11.0,acousticness,0.673
Todo contigo,6syVXJ8MF5axHLZ6A1TGMn,3FInOSJaKv5QzLQrd3lCgA,1.0,11.0,acousticness,0.353
Llegaremos a tiempo,30aozCoVbhvG7Ejkb20T8G,3FInOSJaKv5QzLQrd3lCgA,1.0,3.0,acousticness,0.611
Pequeña Gran Revolución,3ztnp89aCU5OMQBlbIkEI8,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,acousticness,0.0975
Ceniza y Alquitrán,7rq26P3FgYsKfVTzEJ8AcI,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.401
5 de la Tarde,3mlvmh76YzIOkUhmJlQodB,3FInOSJaKv5QzLQrd3lCgA,1.0,1.0,acousticness,0.664
Guantanamera,5QAya5bSSiKlh1h4qeeq38,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,acousticness,0.875
Cabecita Loca,4qQUIX0d8HcJW4TsHTrBaf,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,acousticness,0.88
Vacío,7JK2tn5VBd1I8hlZ8bYSeU,3FInOSJaKv5QzLQrd3lCgA,1.0,3.0,acousticness,0.855
"Quiero, Quiero y Quiero",1LyZX8u8DqVFULMViZUwcn,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,acousticness,0.0993
Cien por Cien,0l84z2l1z5eYQaNzGZTPhU,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,acousticness,0.503
Ya mi mama me decía,2AviITab6bCBtts9zJIPYz,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,acousticness,0.54
Sabéis Quiénes Sois,2LzQ5MZuUFAuuqSctvnA7M,3FInOSJaKv5QzLQrd3lCgA,1.0,11.0,acousticness,0.806
Aves Enjauladas,7vi5ATzi8QEwPb2flP5V2J,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,acousticness,0.748
París,3DDqHnaiXwHqIDOQHsTn29,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.878
De seis a seis,0olS1LlML9VuZLVf1lsBEc,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,acousticness,0.29
Vértigo,0FKCJOh4l6DM5QTuIxEK0x,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,acousticness,0.395
Venecia - Acústico,2Q4iEmSiDVEenNSGk2rmoZ,3FInOSJaKv5QzLQrd3lCgA,1.0,10.0,acousticness,0.739
Tierra,6wNnwGKmH9u2HSAjUQ4kdR,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,acousticness,0.676
Copenhague,4bZEZhCq2kqUxnMacXVl5x,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,acousticness,0.411
Es el Día,4eubvXViV8OWpTYU6ZpQXv,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.198
Por Última Vez (con Yoly Saa) - MUU Sessions,6srnSjztnUZhf8zJqPOotI,3FInOSJaKv5QzLQrd3lCgA,0.0,6.0,acousticness,0.368
Definiciones,1MDB83uvkDYT13wXDpYuLQ,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,acousticness,0.91
Hay un Fuego,4jDnHToLAvPlAPB9aiMx3z,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,acousticness,0.218
Better Half of Me,114xcQz8sZ6fxRBTZmgmNE,3FInOSJaKv5QzLQrd3lCgA,1.0,3.0,acousticness,0.814
Pride (with mxmtoon),708HrtYYClY6j6EOiToEBy,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.475
Sink,3lTxG17fsMrjrNkTNJ9NaZ,3FInOSJaKv5QzLQrd3lCgA,1.0,3.0,acousticness,0.421
Afterglow,0E4Y1XIbs8GrAT1YqVy6dq,3FInOSJaKv5QzLQrd3lCgA,1.0,11.0,acousticness,0.698
together,44a7FrYYcPeqSkK52OxA0g,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,acousticness,0.904
Laps Around The Sun,68ZVCePM9IP0MSbcmeZuup,3FInOSJaKv5QzLQrd3lCgA,0.0,4.0,acousticness,0.475
don't get caught up,6Bi6dsPsxx5XAFVEukl9BW,3FInOSJaKv5QzLQrd3lCgA,1.0,1.0,acousticness,0.776
heartbeat,2firPG9DQoxNvslHjw9RvR,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.812
Come Away,1tpSOLApZSgDaFqYHIeQl9,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.214
Whiskey and Wine,10FymYhTvRJoCUgCUfCi41,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.276
Nothing Comes Easy,2GuVrwskrlWZxVSnkn2sl9,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.234
Silver Lining,3j1PWhUmHuUNl3BABHxxhc,3FInOSJaKv5QzLQrd3lCgA,1.0,8.0,acousticness,0.137
You Might Think,3b82D7B1lfim0Bc4XVF7Ip,3FInOSJaKv5QzLQrd3lCgA,1.0,3.0,acousticness,0.333
Maine,3Z2anmIVG8b1GelyeFQdnP,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,acousticness,0.729
Home to You,74Wc7GSHUsVZaFHUOj6TyC,3FInOSJaKv5QzLQrd3lCgA,1.0,5.0,acousticness,0.46
Gypsy,1lMMXT729a5UIpJU34TbJF,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,acousticness,0.644
Gone (The Pocahontas Song),6m8mbyoMIs5Tg8HNfStrjQ,3FInOSJaKv5QzLQrd3lCgA,0.0,1.0,acousticness,0.828
Báilame la Pena,62wOc9oOPI98lxm6QHQVnI,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,acousticness,0.421
Keepsake,4OAcOb2uobXd9Zu1X9BnEE,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,acousticness,0.463
Colours,6z5oPgoTiPbDBEbRR4QHu5,3FInOSJaKv5QzLQrd3lCgA,1.0,10.0,acousticness,0.276
Grace(Less),4hCdOj186x8BAGtwGbRTSm,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.598
Gold,7zs5zHtydDQ4RTEylVtXRp,35oLMiAK4VM2T0ek3PTPIc,0.0,6.0,acousticness,0.539
I'll Be There,0dVI8xAqJZvCiYa2Drsez2,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.128
The Sun is Coming,7lqhCCnOkOGKpVC4t4OCv3,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.414
Storm Boy,5eH5Sz2mBFVifIjTE8nLa6,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.782
La Verdad,5DrikCrFK2V1F7NtEBqSXO,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,acousticness,0.734
Súbeme al Cielo,7ePEMiFYjAjTxl1vyumTsF,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,acousticness,0.592
Lost Stars,1cPtMErymxlrj7pssAB03r,3FInOSJaKv5QzLQrd3lCgA,1.0,1.0,acousticness,0.656
On My Way,1shDLpsNopiFi72lzxr7mI,5U2MYFAcQ3yT7XbHYgGPmb,1.0,0.0,acousticness,0.0679
Blue Eyes,0JIGBObzd2N4gv8xDeJIQz,3FInOSJaKv5QzLQrd3lCgA,0.0,7.0,acousticness,0.657
To the Sea,3FRQS5VFMCVt7HUIs77eu8,3FInOSJaKv5QzLQrd3lCgA,0.0,1.0,acousticness,0.37
Part of Me,4aosx8uOGPG9aJjm0Dj4dN,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.0674
Te acuerdas?,25tHQXFLUN38dQXQyKu9Ev,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.21
Mortal Man,1QGac4OblpXqHpk9AubVuo,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,acousticness,0.754
Homesick,44BBRAJHar6wQqKOxdyTzT,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.223
All The Gold,5emxFj7cwuXe9JRp7G4UKD,3FInOSJaKv5QzLQrd3lCgA,1.0,11.0,acousticness,0.904
nana triste,721Lxh9pNJJhNERON4Zjmw,3FInOSJaKv5QzLQrd3lCgA,0.0,10.0,acousticness,0.762
Golpe de Sueños (Barcelona),3AhG3jtSpnv8J12zbDsOBa,3FInOSJaKv5QzLQrd3lCgA,0.0,0.0,acousticness,0.618
Dancing in the Sun,2AUA9bXNZIM0EAu2wyDVfB,3FInOSJaKv5QzLQrd3lCgA,1.0,1.0,acousticness,0.0595
Back to You,7nlGMUcyIGWZQFkOOxOWl5,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.0897
Come Away (Unplugged),06qWAkT0jP7Tw0uaykZx2F,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.736
circus,2vw5QToThZPsRfg13w4YeG,3FInOSJaKv5QzLQrd3lCgA,1.0,10.0,acousticness,0.65
Sirens - The Headphones Version,4n6ydJOPVcI0RCy1MCndfA,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.462
Lemons,6BB5FPCwlXagRl8r6AZSbB,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,acousticness,0.362
XO,7cpCU3Denug5NGZsSpQl8v,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,acousticness,0.749
Postcards,68PgroZprzXnRYUGbzFGE6,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.471
'Til I Found You,0LcCeKrpFTzqKrTAzNFIHo,3FInOSJaKv5QzLQrd3lCgA,0.0,11.0,acousticness,0.612
Only For A Moment,5M306C6g4kpkzDXGfzjUgC,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.235
110,5ocNWa8l7pkt9jEvYJLQzp,3FInOSJaKv5QzLQrd3lCgA,1.0,11.0,acousticness,0.872
Higher Stakes,2aZ05XZQLTGrYNe1EUSXLn,3FInOSJaKv5QzLQrd3lCgA,1.0,3.0,acousticness,0.567
Missing Piece,5YqdiryRmdAzYFlxo43hAJ,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.0155
Save Me,2lngSOnNo8TtPnviH2wLyz,35oLMiAK4VM2T0ek3PTPIc,1.0,2.0,acousticness,0.0886
September,3jseE4aPONGUAQAe62AXX2,35oLMiAK4VM2T0ek3PTPIc,1.0,6.0,acousticness,0.0078
Venecia,6ILxp5GFv6G1UO1shDnaaW,3FInOSJaKv5QzLQrd3lCgA,1.0,10.0,acousticness,0.11
Dispárame,41V9Bgq21FJZNGfCabiChb,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,acousticness,0.00855
Godlight,3t42QATkLwV44TjezAuOnt,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,acousticness,0.00482
Bonfire Heart,2N0volXQpwsvjDorTTxBAU,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.181
Sweet Child O Mine,5vOWPj3J5C937jSNyOIoLV,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.657
Home,6L5yAePbVSnHbMiG8N6PnJ,7ozIozDp260fjNOZy1yzRG,0.0,0.0,acousticness,0.636
Mañana,2ajLNMlhZD1iHLSdxko6Q2,3FInOSJaKv5QzLQrd3lCgA,1.0,11.0,acousticness,0.29
Mi Luz,4eEp4ScvWRrMVnfxWPSlHI,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,acousticness,0.0175
Bahama Mamma,69KJ9nG26efkWaLAe48CJx,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,acousticness,0.0545
Desvelo,3Oz3gXJU0VRNHT3laBIbam,3FInOSJaKv5QzLQrd3lCgA,1.0,11.0,acousticness,0.695
Fugitiva,1hNVJPegIY8YBmYTQoEhlg,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,acousticness,0.554
Noches Prohibidas,0J5Lqx3hDPF4GFYWGtJLZA,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,acousticness,0.842
Las Leyes (feat. David Ruiz & La Maravillosa Orquesta del Alcohol),14VAyUg8DZ2OxzKmnpEFMr,3FInOSJaKv5QzLQrd3lCgA,1.0,5.0,acousticness,0.825
Open Road - EP Version,4xIEGm9vCYmdrz4tLWczM4,3FInOSJaKv5QzLQrd3lCgA,1.0,5.0,acousticness,0.807
Rutas Salvajes,2BTRX91dZwz7jeSZnkuk3T,3FInOSJaKv5QzLQrd3lCgA,0.0,8.0,acousticness,0.38
Encima de Saturno,1CD3c3afpN7ake1Jbzo21h,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,acousticness,0.441
Ya no volverás,3N8hXMLJyiyH5f1Y4jNxD9,3FInOSJaKv5QzLQrd3lCgA,1.0,3.0,acousticness,0.0396
El Palmar,5OlxsR8AHWPbFD1aExXgvs,3FInOSJaKv5QzLQrd3lCgA,1.0,11.0,acousticness,0.812
We Deserve To Dream,4uxap3PpnxFo7BeNcXtEnq,3FInOSJaKv5QzLQrd3lCgA,1.0,8.0,acousticness,0.709
I Loved You Then (And I Love You Still),5dWTDZf56Aw4e0JGhRWma8,3FInOSJaKv5QzLQrd3lCgA,1.0,11.0,acousticness,0.647
ABC,5BAHP1SSe7fdFsWTu9yoiU,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.812
Toni 2,1DhOOJTD8MjYoOO6AsbcDE,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.0362
False Confidence,7nDFTHHwfe32a8qdp9XqPy,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,acousticness,0.163
Gravedad,6Ah4tAMfLy98VyMFRC8S0v,3FInOSJaKv5QzLQrd3lCgA,1.0,10.0,acousticness,0.668
I BELIEVE,2Xqrj5tSNMmAlW2r8m6cUZ,3FInOSJaKv5QzLQrd3lCgA,1.0,1.0,acousticness,0.843
Christmas Bells,5XpNyWYhthe92tlmkOXqwI,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.469
Let Me Go,3Ck8b3m57HH63R3MUmzgGm,3FInOSJaKv5QzLQrd3lCgA,1.0,3.0,acousticness,0.241
Suncats,5XIcW0qh8N0mqMmJZYvsRC,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.511
Sunday Morning,6EjxCRX9oiCDhxaSl0KcTl,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.473
Tell Me If You Wanna Go Home,0nrXQ2iKJFnPQYXZHKky9u,3FInOSJaKv5QzLQrd3lCgA,1.0,10.0,acousticness,0.246
Blood Wolf Moon,3wihzwWc7SD7plghq6xNxV,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,acousticness,0.806
The Boy Prince,12RRIpJeISVCpciP4a6gjB,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.0282
Medias Rotas,06EdGF66klIaQDFoUCALSv,3FInOSJaKv5QzLQrd3lCgA,0.0,8.0,acousticness,0.579
La verdad (feat. Paul Alone),4shokKzpidXszq87PWuaCk,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,acousticness,0.568
Sailing Away,5jB3x5aSxuk3vRo2focZrv,3FInOSJaKv5QzLQrd3lCgA,0.0,7.0,acousticness,0.656
Stubborn Love,7x46YkKAwp3yZpaa72n5Mu,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.604
Cigarettes,5R0fHnkI9LyRjDn7cilFqp,3FInOSJaKv5QzLQrd3lCgA,0.0,9.0,acousticness,0.569
Steady My Bones,4POCRz9y99h0byT7T3LDYd,3FInOSJaKv5QzLQrd3lCgA,1.0,10.0,acousticness,0.0261
A LO LEJOS,2KLgvX4K9FtvHUhQAA6f8W,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,acousticness,0.168
Agua Dulce,49bBh8BwYcyAaG9nge0qNM,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,acousticness,0.882
Honolulu,3rtf89X0VdiiKYnK1G85aj,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,acousticness,0.813
Forever Ago,03cDw9iq5KedboH2bU6G1p,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,acousticness,0.924
I Will Wait,5PRRthP9SLfbXB359MfIWv,3FInOSJaKv5QzLQrd3lCgA,1.0,1.0,acousticness,0.0119
Little Lion Man,2KrN3MCNztKcSleZgHEj83,3FInOSJaKv5QzLQrd3lCgA,1.0,5.0,acousticness,0.0275
Everything is fine,4fQbs6ZB40040upWlv3cH5,3FInOSJaKv5QzLQrd3lCgA,1.0,8.0,acousticness,0.126
Algo que ya (feat. Funambulista),0QUbM7Nhjzk0A4HodtUJwp,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.476
Send Me on My Way,6hs3SDnbO3f6VQuPO4KBEb,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.114
Forever My Love,6TYuTMfBTU4hpXrhLsjIiV,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.478
The Way You Move,17K74lgJ4qpdkTC55bamY2,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,acousticness,0.754
Heaven Knows,34GtysP7mVfZ0I2bJFIpCN,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.298
Sunset,6VwhXg2o0gIqoBVC8b2xQJ,5U2MYFAcQ3yT7XbHYgGPmb,1.0,0.0,acousticness,0.0202
Not Surprising,12cFJ3zss3Srz4CSNjk0BY,3FInOSJaKv5QzLQrd3lCgA,0.0,5.0,acousticness,0.897
Coffee in the Morning,3HnkyngeiACms5HfkkfIfN,3FInOSJaKv5QzLQrd3lCgA,1.0,5.0,acousticness,0.812
June,7FFuAM2rO5bCk8NuLSGXFu,3FInOSJaKv5QzLQrd3lCgA,0.0,4.0,acousticness,0.844
Feel It Coming,42sGyVJwEJD89tJ0W5pMHA,3FInOSJaKv5QzLQrd3lCgA,1.0,11.0,acousticness,0.0613
THE GREAT DIVIDE,1SBa6FoidxU9Z9F9O3xCjT,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,acousticness,0.827
Buen Viaje,4V7TxZHMlZ7nmvaKbjE4Zy,3FInOSJaKv5QzLQrd3lCgA,1.0,5.0,acousticness,0.366
Runaway,541OLGN9Qfp5lizRnGk8fG,5U2MYFAcQ3yT7XbHYgGPmb,1.0,0.0,acousticness,0.21
Cuentas Pendientes,31rr0w4cu0smj9U7KFtKgn,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,acousticness,0.0111
Como Un Amuleto,2nRjw9V6oQmueOWsaoymJ4,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,acousticness,0.863
Stuck In A Moment You Can't Get Out Of,1OQztPI2L8Nwjb5ueTrFCd,3FInOSJaKv5QzLQrd3lCgA,0.0,0.0,acousticness,0.182
Left With The Wolves,0HFAsJi2Hj9NbujFRDkgVK,3FInOSJaKv5QzLQrd3lCgA,0.0,2.0,acousticness,0.241
Northern Rivers,35fjdJoonFREBTAEAe5IoT,3FInOSJaKv5QzLQrd3lCgA,1.0,5.0,acousticness,0.56
Mr. Brightside,1KOAr3G8LaibCpHeaWtL2u,5U2MYFAcQ3yT7XbHYgGPmb,1.0,1.0,acousticness,0.054
Lost Cause,5kP7NFMktzZ0FyaAbg7mHN,3FInOSJaKv5QzLQrd3lCgA,1.0,8.0,acousticness,0.0313
Vivir (with Estopa),0n2lJjskWdFCvLI3ExAGha,3FInOSJaKv5QzLQrd3lCgA,1.0,8.0,acousticness,0.353
Busca Adentro,5vUZc2YujH2pAoGWtsHcvY,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.558
Magia en Caos,4vcm7fWwEo5HPQE9Nki1Tx,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,acousticness,0.258
Old & Grey,4A8V9lYTmf9LMQ0sZ3ndXr,3FInOSJaKv5QzLQrd3lCgA,0.0,2.0,acousticness,0.44
Somebodies,5495ECvEU6OWF12NniRjEY,3FInOSJaKv5QzLQrd3lCgA,1.0,10.0,acousticness,0.739
Thirteen Sad Farewells,03RFScByLwJTxTme6n4BpP,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,acousticness,0.443
Like a River,0LqcdN6104AK55dUCiYF1a,3FInOSJaKv5QzLQrd3lCgA,1.0,3.0,acousticness,0.912
Tan a gustito,23s8yqviXTS7rYZD4tQuzG,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.452
Days of Our Lives,2ixiA4aH4VWCatWcqjvX2k,3FInOSJaKv5QzLQrd3lCgA,1.0,3.0,acousticness,0.736
Stick Season,0GNVXNz7Jkicfk2mp5OyG5,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,acousticness,0.799
Galicia - En Directo en acústico,6YT1amT59hvbSyGfEIJMoX,3FInOSJaKv5QzLQrd3lCgA,0.0,11.0,acousticness,0.539
Esa Es la Respuesta,15dK9vYA6N27LMANaXvDMW,3FInOSJaKv5QzLQrd3lCgA,1.0,5.0,acousticness,0.529
This Could Be,1B3q53I9zJk6NROKVE3EBz,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,acousticness,0.741
Out of the Water,0bTXasxtrwOAMa1L6DDNaX,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.56
La habitación prohibida,3RqFIvHHgnYl52j9UNjb7Z,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.755
Think About You,3Kuu5vASpXK8oRsxOvau6P,35oLMiAK4VM2T0ek3PTPIc,1.0,10.0,acousticness,0.166
What I Do,4mTGhomXLeE4efEb58w2RY,3FInOSJaKv5QzLQrd3lCgA,0.0,5.0,acousticness,0.0858
Toralla,4rhHAWgMR5UbQuvEQHs8qH,3FInOSJaKv5QzLQrd3lCgA,1.0,5.0,acousticness,0.807
Les Merdes,2GDWy8sF5f8V9ryQlCoJA7,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,acousticness,0.0644
Desperté,48mJyMMZs8wVWd3GzlAehh,3FInOSJaKv5QzLQrd3lCgA,1.0,1.0,acousticness,0.861
A Volar,65aTVZSJzFka4sXrlVeqo5,3FInOSJaKv5QzLQrd3lCgA,1.0,11.0,acousticness,0.49
Zalamera (Sístole),2bEYlIm1YoQ4MzIy7YNnTS,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,acousticness,0.0612
No Te Lo Diría,5GkAU2edbh0jRmuMJNHviz,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.856
Winter Winds,73TSiedpNHa7Ti0XixxTZi,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.218
Iffy,26jTwp6phFiELR3454BUTk,3FInOSJaKv5QzLQrd3lCgA,1.0,10.0,acousticness,0.793
Reunite,3FZp9Dzst1a9cnVJuxxtvH,3FInOSJaKv5QzLQrd3lCgA,0.0,1.0,acousticness,0.756
"Welcome Home, Son",13PUJCvdTSCT1dn70tlGdm,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,acousticness,0.743
Creature Of The Night,0jgaFTvDHzI7V7DIoTf0BW,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,acousticness,0.417
Angela (Single Version),5kGBSOrKYmhRfdPBw4xD8D,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,acousticness,0.625
We're On Our Way,70QynIAwYJGIIN0ZYA3VKE,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.533
In Your Arms,7fKF4HdftIEt3lLAy3rDG6,3FInOSJaKv5QzLQrd3lCgA,1.0,5.0,acousticness,0.673
A Mi Manera,5tFCHPbtz4plGwDnH2b1QV,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,acousticness,0.979
Viaje Sin Vuelta,0Wb8sPg5hVeroHV6n1oY9F,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.227
Chica Formal,0nfvHDpj842OWSqpVe1Llb,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,acousticness,0.0538
Para Mi Eres Verano,3QqQMMEOGTRkeyfVpBIStB,3FInOSJaKv5QzLQrd3lCgA,1.0,1.0,acousticness,0.0549
Tirando Balas,15I8CL9krCHIiwZvac61yl,3FInOSJaKv5QzLQrd3lCgA,0.0,1.0,acousticness,0.0255
A Song for the Drunk and Broken Hearted,2my0HGJw82GQrF3xhnTUVS,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,acousticness,0.233
Missing You (with Ashe),7xtsuU7WlDNmTzUQ32oQ7r,3FInOSJaKv5QzLQrd3lCgA,0.0,0.0,acousticness,0.319
wildfire,5qz7zyJ2YAhER8DXTcRyQg,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,acousticness,0.698
when she was mine,3BFOZt5LkXJsLRGUxh8Niv,3FInOSJaKv5QzLQrd3lCgA,1.0,9.0,acousticness,0.482
Feels So Easy,53m2qiG26iGnHb3ygFFDp2,3FInOSJaKv5QzLQrd3lCgA,0.0,6.0,acousticness,0.747
Down to the Sea,5zDKhDqRbiCPAPbh2M2Ave,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,acousticness,0.814
Permafrost,47aKE9cfKLyecAsxL2OaEC,3FInOSJaKv5QzLQrd3lCgA,1.0,6.0,acousticness,0.218
I Will Follow You into the Dark,3kZC0ZmFWrEHdUCmUqlvgZ,3FInOSJaKv5QzLQrd3lCgA,1.0,5.0,acousticness,0.924
No Pasarán,01qqX42EpmyAS6mOTKzBB0,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.84
Wandering Child,0BIubA1OOVNkFtkZXBe3gP,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,acousticness,0.792
Las Bestias Que Me Acompañan,3cM4LmOelaNH1fKOrpgp09,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,acousticness,0.657
The Story I Heard,1eU942t2SHtSRIQlVSckQc,3FInOSJaKv5QzLQrd3lCgA,1.0,1.0,acousticness,0.582
Cecilia,6QhXQOpyYvbpdbyjgAqKdY,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.357
No Mystery,3nFK0U2hAeDFptgFqcHFm3,3FInOSJaKv5QzLQrd3lCgA,1.0,2.0,acousticness,0.71
First Day Of My Life,5OiaAaIMYlCZONyDBxqk4G,3FInOSJaKv5QzLQrd3lCgA,1.0,4.0,acousticness,0.915
Purple,5zzbToGMuEli0E7RVFIhDA,3FInOSJaKv5QzLQrd3lCgA,1.0,7.0,acousticness,0.126
cómo cuándo y dónde,7JHGipL0wFFuyl54Zknic0,3FInOSJaKv5QzLQrd3lCgA,1.0,0.0,acousticness,0.761
Give Me The Reason,7d6ECwiSQEikOrJt5SNWMo,3FInOSJaKv5QzLQrd3lCgA,1.0,8.0,acousticness,0.00633
