track,id,playlist_id,mode,key,variable,value
I Believe I'm Fine,7Lgpic8BsBJR4jFrr9abbz,my liked songs,0.0,10.0,liveness,0.328
Best Day Of My Life - Gazzo Remix,1eiXLANaZCSKIfDmwTorg5,my liked songs,0.0,11.0,liveness,0.253
Jetlag,79B7naQYN34s6lITPdToMQ,my liked songs,1.0,1.0,liveness,0.148
Rising High (feat. Beatrich),0kAkve9XSoVd40LkRrvMhB,my liked songs,1.0,3.0,liveness,0.109
Complicated (feat. Kiiara),1Sl3njkhhz8nrSPZroDQ82,my liked songs,1.0,8.0,liveness,0.159
Rush - Sam Feldt Radio Edit,4yuDod7mIJ2k3e7oAbmsii,my liked songs,1.0,1.0,liveness,0.0893
Sun Comes Up (feat. James Arthur) - Ofenbach Remix,0ow2JYLP8XmRnp0npEv69m,my liked songs,1.0,10.0,liveness,0.169
Let You Go - Radio Edit,2tr8arQKmdmOhUELRjyT0d,my liked songs,1.0,5.0,liveness,0.0971
Welcome To The Club - Video Mix,6qIgnYHVnB3WJJXOWFixEj,my liked songs,1.0,0.0,liveness,0.305
We Don't Belong,2AeMQ7G8313RP8KrC3ot4v,my liked songs,1.0,8.0,liveness,0.324
Body to Body,3qyeNnFY67zX6VmmIbzPsL,my liked songs,1.0,8.0,liveness,0.154
Hands,5153LWKMJiMNIRCChGN4Ja,my liked songs,0.0,0.0,liveness,0.348
Tonight - Club Mix Edit,7AtvZVWQPO2AWHKEZnTqYO,my liked songs,0.0,6.0,liveness,0.404
Rich Love (with Seeb),7aF09WaavZAmAWuUeYxlYD,my liked songs,0.0,1.0,liveness,0.365
Cutting Shapes,3DDBSKvXiGEN4MiuqbJq34,my liked songs,1.0,0.0,liveness,0.0939
Hum With Me,4DfxFGwreu9BquiLRClwh8,my liked songs,1.0,10.0,liveness,0.163
Echoes,7f4mR1M3EjMe8skaspSKpB,my liked songs,0.0,5.0,liveness,0.196
Tired - Kygo Remix,3t0J8vI9StQD8KIBkT2Cp5,my liked songs,1.0,2.0,liveness,0.0895
Candles,1ilyIkfTTyMsYV7o8ejp4t,my liked songs,0.0,9.0,liveness,0.552
Straight into the Sun,740As14cYRULfB6WF7cUY0,my liked songs,1.0,5.0,liveness,0.0976
Crawl Outta Love,6vWk151OrbHfKe4D6Z6tdV,my liked songs,1.0,7.0,liveness,0.0815
Touching You Again,6kWrgWBA58DIxgiklyGh8m,my liked songs,1.0,8.0,liveness,0.0749
Paris - Subsurface Remix,0PMh1On2M3UhdVEJEBSqjq,my liked songs,0.0,11.0,liveness,0.0659
Girl at Coachella - with Matoma & MAGIC! feat. DRAM; SDJM Remix,63Ix1OFn8N85kdPVFAPYzB,my liked songs,1.0,10.0,liveness,0.0609
Harder,1A758iwqjvHeUqixVwHr90,my liked songs,0.0,7.0,liveness,0.457
Lift Me Up - Klaas Mix,5hXacChuzRYXhxJNY4lteQ,my liked songs,1.0,11.0,liveness,0.297
Friday Night,7HGHhLbAklVxGkYdwyeVML,my liked songs,0.0,1.0,liveness,0.0577
Extreme,4MgHuBKdGuS4QUTb7HvPRG,my liked songs,0.0,6.0,liveness,0.191
Mood,6ZbcnheVCRlKHJXKU8DqGi,my liked songs,0.0,1.0,liveness,0.106
Monopoly (Mokita X Cade) - Boehm Remix,4jJnUSxogDIT2jt4cXYvwA,my liked songs,1.0,5.0,liveness,0.372
Breathing Deeper,6PflagWdApWyy2SIOVufd9,my liked songs,1.0,8.0,liveness,0.106
Some People,3fOWX9JoB0l9o7kvoAehti,my liked songs,1.0,4.0,liveness,0.0897
Used To Have It All - Sonny Bass Remix,5iny58RwGLbK91dbaRKS8v,my liked songs,1.0,8.0,liveness,0.101
The Night - Radio Edit,1k0Optic0YikcOOFwaMS61,my liked songs,0.0,1.0,liveness,0.111
I Love You - Stripped,5jJ2nnyrnQrzah7dzDvXyb,my liked songs,1.0,0.0,liveness,0.0819
Let Go Of The Wheel,5u3QowKibqJkKrQRoslSN5,my liked songs,1.0,8.0,liveness,0.0867
Creatures Of The Night,5Orlnis8mwywCBgZG7VTjV,my liked songs,1.0,5.0,liveness,0.109
Tired,3b5Li4QKDVBx1x7fQuu54a,my liked songs,1.0,2.0,liveness,0.147
No Promises (feat. Demi Lovato),1louJpMmzEicAn7lzDalPW,my liked songs,1.0,10.0,liveness,0.106
Mama,47OVNnZJzIkrsEiZ4n187p,my liked songs,0.0,11.0,liveness,0.0532
OK,3bWAqKDWg6u1davspr5IkS,my liked songs,0.0,7.0,liveness,0.126
Long Way Home,7MyYDl38YYoNrG3XIkIKUh,my liked songs,1.0,11.0,liveness,0.446
Little Do You Know,5lIat5pyge2yKkV20FlgQ7,my liked songs,1.0,0.0,liveness,0.195
Howling At The Moon,4SGOZ3lXQHWtOL3bfzqqFi,my liked songs,1.0,0.0,liveness,0.252
Stay (with Alessia Cara),0dA2Mk56wEzDgegdC6R17g,my liked songs,0.0,5.0,liveness,0.115
Listen To Your Heart,5e3uqifKSCDdshA0RQkGQc,my liked songs,0.0,11.0,liveness,0.67
Wildcard (feat. Sidnie Tipton),7yz7xxHAG4ChgrSeMvIXIo,my liked songs,0.0,4.0,liveness,0.149
Summer Air,26CfQ8qT2ZAcpbF3PbG9me,my liked songs,1.0,8.0,liveness,0.0812
Scared to Be Lonely,3ebXMykcMXOcLeJ9xZ17XH,my liked songs,0.0,1.0,liveness,0.261
Oceans Away - Vicetone Remix,6mUvHqJ3UnQQHDxI0tJaVj,my liked songs,0.0,5.0,liveness,0.107
Stay (feat. Maty Noyes),2FiSTH0GYpIioUgjfzMIja,my liked songs,1.0,8.0,liveness,0.171
Oasis (feat. Foxes),59JreAiZzOF6pB8nIqEi20,my liked songs,1.0,8.0,liveness,0.354
It Ain't Me (with Selena Gomez),3eR23VReFzcdmS7TYCrhCe,my liked songs,1.0,0.0,liveness,0.0864
Just Hold On,3EmmCZoqpWOTY1g2GBwJoR,my liked songs,1.0,11.0,liveness,0.0574
Shed a Light,1cG0umU5TKStygKsPFZ9pY,my liked songs,1.0,8.0,liveness,0.257
Only One - Radio Edit,5ev0Z2lFzmhjlQCWpRAWiG,my liked songs,1.0,7.0,liveness,0.599
It's You - Broiler Remix,6AOHd0PzHGNo0tBh2olFx1,my liked songs,1.0,10.0,liveness,0.0873
Until You Were Gone,12MqM3S0fTvR6X4Jt1Xvn6,my liked songs,1.0,1.0,liveness,0.131
Only Love (feat. Pitbull & Gene Noble) - Luca Schreiner Island House Mix,4ACmlsXDW7YSEic8zENrLO,my liked songs,1.0,10.0,liveness,0.195
Young Hearts,2ZslbWRRwek8HgSqAFoI3v,my liked songs,1.0,10.0,liveness,0.205
Alone,3ujORpm8Hf7QWEtfqSAZL8,my liked songs,1.0,10.0,liveness,0.12
Faded,1brwdYwjltrJo7WHpIvbYt,my liked songs,1.0,6.0,liveness,0.111
Long Way Home,2SjbAeVLmBXdJ6qJaRKXT3,my liked songs,1.0,11.0,liveness,0.364
Let Me Hold You (Turn Me On),0lmdsH1MIoLsMymnNpd6HU,my liked songs,0.0,1.0,liveness,0.113
Nazali Mabe,36g0zON7pp2QPYFRLeDd8t,my liked songs,1.0,4.0,liveness,0.157
Back To 94,6u3mqOabKBU0grONrGMEGC,my liked songs,0.0,4.0,liveness,0.104
Forever - Vanze Remix,0vWvHZVhImJ0yEJL8wBhuF,my liked songs,0.0,6.0,liveness,0.0992
Kids - The Chainsmokers Remix,2ENWE24P47GvCw4HwzQuvy,my liked songs,1.0,3.0,liveness,0.207
Talking About Love,2AK6cgxQCh2Dyl7WzayO4K,my liked songs,0.0,9.0,liveness,0.122
Right Now - Sam Feldt Radio Edit,4EupaZnUh9CBOTisAoGesq,my liked songs,1.0,4.0,liveness,0.282
Without The Sun,6jGkzFSB2LugZp5w8ZrH5j,my liked songs,0.0,5.0,liveness,0.0821
Hands - Diviners Remix,6FegQo1OeEw3jbu9uQsvUW,my liked songs,0.0,4.0,liveness,0.201
Savannah,61lDxV5pn2UdumqMpdxCKG,my liked songs,1.0,0.0,liveness,0.0392
Seve - Radio Edit,6UqRGwjwYL0stXbaodTxwo,my liked songs,1.0,5.0,liveness,0.0769
Anything,3XC7XxAo5G6aFN0bIwJNkE,my liked songs,1.0,10.0,liveness,0.111
Stick Around,1SZ5EEmCQ03fRAHnFNYW8N,my liked songs,1.0,0.0,liveness,0.506
Can't Stop The Feeling (feat. Angie Keilhauer),2wZEQf9UfZQZqbWbkU5JkV,my liked songs,0.0,11.0,liveness,0.351
Belong - Aguelando Remix,3xg3LcNkADdjIBx6MisnwD,my liked songs,1.0,6.0,liveness,0.111
Runaways,2K06amHdw8ZPWI75Xvo9Ij,my liked songs,1.0,11.0,liveness,0.105
Phone Down,5bvNpG6wiIEf1PA13TkTu2,my liked songs,0.0,9.0,liveness,0.117
Young Souls - Album Edit,6nK0AwvGawjkixVjEBPF03,my liked songs,0.0,8.0,liveness,0.129
Winterbreak - Tiësto's Deep House Remix,2I0Q1wxFRdnDYtG6Q8W47S,my liked songs,1.0,2.0,liveness,0.336
Youth,0hjkzfiqCzIXmWzIuZsddz,my liked songs,1.0,5.0,liveness,0.316
Set The World (On Fire),1UtjCEfOU9JaAMuGIhBPBx,my liked songs,1.0,5.0,liveness,0.131
Pumped up Kicks - Radio Mix,3Y37X6JAEyOKsSchSorSIP,my liked songs,1.0,9.0,liveness,0.216
Carry Me (feat. Julia Michaels),3FZEv9JddkjHNFiMVxJYpS,my liked songs,1.0,7.0,liveness,0.115
Somewhere New (feat. M-22) - Radio Edit,1sfmIZRBmY5yq5wRQs987T,my liked songs,1.0,5.0,liveness,0.0696
Inside the Lines,5GzExVEv1JDsYyPFjMdXsA,my liked songs,1.0,8.0,liveness,0.0934
Say You Won't Let Go - Luca Schreiner Remix,720IIHD0NvNfDURgWSB3rP,my liked songs,1.0,10.0,liveness,0.0678
Solo Dance,6HUnnBwYZqcED1eQztxMBN,my liked songs,0.0,6.0,liveness,0.194
All I Wanna Do,0BiGd2FNDQ0eh79ZHfp6tS,my liked songs,1.0,1.0,liveness,0.0688
No Diggity,79T9m6YkRCgP0955CE4UCd,my liked songs,0.0,7.0,liveness,0.122
Miracle,4K30Kx6eibyDiA67Wd5eGM,my liked songs,1.0,10.0,liveness,0.0948
By Your Side,1D3ODoXHBLpdxolZRHWV1j,my liked songs,1.0,6.0,liveness,0.0581
Burn Down,0cUrNVDnm7cF82aJj9hiFR,my liked songs,0.0,6.0,liveness,0.0909
Treasured Soul - Radio Edit,2gpytjWqJVE3LICibhEUaK,my liked songs,0.0,4.0,liveness,0.331
No Way Out - Radio Edit,3ARti7OUxxxhvruAhrw0Pd,my liked songs,0.0,0.0,liveness,0.241
Nothing Stopping Me (feat. Kat Nestel),5BuiZmp7H6hoUN5Fw2lUIp,my liked songs,1.0,5.0,liveness,0.103
Anywhere I Go,1hdEBYBNu8qGxrVRgBZg3v,my liked songs,0.0,11.0,liveness,0.144
Nevada (feat. Cozi Zuehlsdorff),5BIjJP1zlOa3iY65RSkXkr,my liked songs,1.0,3.0,liveness,0.133
What Do You Love,0h4FK0CnlZ3oJnZ6quEk1P,my liked songs,1.0,11.0,liveness,0.355
Tear Me Down (feat. Philip Rustad),71UYuIZf0TeXAjyy72COVr,my liked songs,1.0,11.0,liveness,0.103
Just Smile (feat. Milow),2B5PZ35KsM6Dtx9Zz0Xpji,my liked songs,0.0,4.0,liveness,0.166
Break Loose (feat. NEIMY),3SB4vG0uf9Lpd6ITYUSX4Z,my liked songs,1.0,0.0,liveness,0.113
Riva (UK Radio Edit) [Restart the Game],41JQAZ5u0Ta5e9rc0e3dhg,my liked songs,0.0,2.0,liveness,0.0855
Never Need,7wDo3yDdE2pzHrhutOAPc1,my liked songs,1.0,2.0,liveness,0.0755
Live For,0F9fZwEu2cWSgqoRWzAtAS,my liked songs,1.0,0.0,liveness,0.134
Summer Feeling,793OuR8rJ0zpVp708ONAxO,my liked songs,1.0,10.0,liveness,0.129
Bleeding Love,2VSUf0pqsRvxwr4fKyNwkF,my liked songs,1.0,0.0,liveness,0.329
All That Really Matters - Crystal Skies Remix,2K2PkhEA8wVp162OQEZrOb,my liked songs,1.0,1.0,liveness,0.0955
Bad Habits - MEDUZA Remix,12N23tQKmfGcEO0z8ObwtM,my liked songs,0.0,11.0,liveness,0.0887
Reckless (feat. MØ) - Frank Walker Remix,6DsFsXFLcOzz3XO9retatZ,my liked songs,1.0,7.0,liveness,0.36
Nalu,2oUSxhTzXlYyM7D31ohQok,my liked songs,0.0,7.0,liveness,0.245
Million Days,0DzPnTBSmVRKBQAmH3EomR,my liked songs,1.0,0.0,liveness,0.14
1 Like You,2frE5dTlla9H4E71bvlQbQ,my liked songs,1.0,7.0,liveness,0.365
Our Symphony,7h3mtMxkX30gojRtihWcWw,my liked songs,1.0,3.0,liveness,0.157
We Turn the World Around - Radio Version,4CzSg9P8QNZBxM18GSkLsF,my liked songs,0.0,5.0,liveness,0.114
Sunrise,7vLIj2GVAeYrohv8p0JjF0,my liked songs,1.0,0.0,liveness,0.117
Don’t Let Me Let Go (with ILLENIUM & EVAN GIIA),251aCFbFK1f4Jkil96E5g1,my liked songs,1.0,9.0,liveness,0.122
Safe,71WFZwTIUZoYpzjO56g3KH,my liked songs,1.0,0.0,liveness,0.063
Sweet Mistake,5ZxQnpILGtZ0KwiKakA9lD,my liked songs,0.0,8.0,liveness,0.141
Fire & Gold,0W3XXRdUeLUEYul1NMCnTo,my liked songs,1.0,7.0,liveness,0.652
Blame Myself,1suqXPrYygZ7BYiSfaVZE4,my liked songs,1.0,8.0,liveness,0.244
Caskets,0FknXlaOeXD7Vto1Hx9wtP,my liked songs,0.0,5.0,liveness,0.195
Hearts on Fire,4A1eCJDtbh7jty6VixOQhy,my liked songs,1.0,1.0,liveness,0.0959
Save Me Tonight,1nufXiTCTTAeJfO9hLHvO8,my liked songs,0.0,5.0,liveness,0.137
Tu sei (feat. Danti),4ci9l0RShM2KiE5zHIKJHg,my liked songs,1.0,4.0,liveness,0.0787
Lovers For The Weekend,7FvfODgUxsxQNDaYDEboIL,my liked songs,1.0,3.0,liveness,0.156
You’re The Best Thing About Me - U2 Vs. Kygo,4QWSk7Ynu34r3EOHSwp9nI,my liked songs,1.0,2.0,liveness,0.0875
Runaway (with Sigala & JP Cooper),5H8fYiRySoxCnsjVzV67HO,my liked songs,1.0,3.0,liveness,0.152
Love Me Now (feat. Zoe Wees),1c1sdxrYLIiuJOlE7PPttb,my liked songs,1.0,5.0,liveness,0.172
Don’t Wake Me Up,3LEgGAl9zLcQWGTp7ptqtQ,my liked songs,1.0,11.0,liveness,0.147
Telling Me Yes,51b6SQn8j9QhQmt20R4ugJ,my liked songs,1.0,8.0,liveness,0.0899
Saved My Life (with R3HAB),6ATM1zRLGYYP72J9xwnL1L,my liked songs,1.0,8.0,liveness,0.117
Holy,0d1Eoa1zAXUKdAGOmglJYD,my liked songs,1.0,7.0,liveness,0.177
Don't Leave - Gryffin Remix,2ygxpFIvfVzti5zcpkSmue,my liked songs,1.0,8.0,liveness,0.134
Freeze,4X66U6SUjvZqiKYIpCWXnq,my liked songs,1.0,4.0,liveness,0.11
Space For Two - R3hab Remix,5TZum2oOnlHQf1aLdiEbe9,my liked songs,1.0,4.0,liveness,0.0976
Love We Lost (with R3HAB),2ayyzfxamdoNRDI0au3wva,my liked songs,1.0,0.0,liveness,0.0628
Last Time,2k5Jjbe8tOfDAzIKPBne22,my liked songs,1.0,5.0,liveness,0.415
Hold My Girl - Martin Jensen Remix,4jin3VK3FfPc7l3LFLxt0e,my liked songs,1.0,10.0,liveness,0.27
Sarà perché ti amo,7kLF4qbwgmeryXvrFmkHAb,my liked songs,1.0,4.0,liveness,0.633
Wind Me Up,6gFebBqIAxNfLzOihkltbd,my liked songs,1.0,0.0,liveness,0.191
Heartbeat (feat. Collin McLoughlin),7eVZbb7YlUopOeuiyRcJ7Z,my liked songs,0.0,11.0,liveness,0.46
Parrot Cay,24CU3VcY0KpF4frH20OY4x,my liked songs,1.0,2.0,liveness,0.229
Call on Me,0aXKSTKy9h6uPpXhtjRwu7,my liked songs,1.0,5.0,liveness,0.138
Easy Life,3QLgqP7WCbhLSS1vlJiAAJ,my liked songs,0.0,11.0,liveness,0.318
Don't You Worry Child - Radio Edit,2V65y3PX4DkRhy1djlxd9p,my liked songs,0.0,11.0,liveness,0.116
Farsante,11ehdNBIEUQi717eUvOsDG,my liked songs,1.0,4.0,liveness,0.126
Storms in July,7pA7Y4T7QFjZ6VIq1mTt6c,my liked songs,1.0,2.0,liveness,0.0753
Take Me Away,4alnYO7vhfEvNarX4SgBch,my liked songs,1.0,1.0,liveness,0.059
Saints & Sinners - Manse Remix,1dlkkR6C4fTNEJkvsNNz4b,my liked songs,1.0,1.0,liveness,0.075
Got To Know,24rHm6i2Ge6DKgEf00J0GT,my liked songs,1.0,11.0,liveness,0.0706
Blame,3TSZpRzSEKL1dFfpd1JDoF,my liked songs,0.0,0.0,liveness,0.0786
Under Tonight,78UERZdPXB8ErXv65Zykdv,my liked songs,1.0,7.0,liveness,0.156
New Blood (with Boy Matthews),6Q72a8Q03iDpiCCUDKh691,my liked songs,1.0,4.0,liveness,0.184
Paper Planes,4mrAArfFEIqpH6myouJb03,my liked songs,0.0,7.0,liveness,0.345
Wildest Dream,3SWT9eHwRgEnVTzqE6yDiA,my liked songs,1.0,1.0,liveness,0.0714
September - MENTIS Remix,7uxB3OyeNw5OMxLHJOLE7F,my liked songs,1.0,2.0,liveness,0.467
Todo de Ti Vs We Found Love - Remix,5Ck7OBC2dSZhtEjaix73vx,my liked songs,1.0,6.0,liveness,0.213
Feel It Again,67Oqmxf4EUPXHfMtvXGT1g,my liked songs,0.0,10.0,liveness,0.0745
Stronger (feat. Kesha),4NctFqJyGAqurHFEUQvWgR,my liked songs,1.0,1.0,liveness,0.097
Best Is Yet To Come (with Kyle Reynolds),2gZwBmkSmsVfEPFWGuWTDk,my liked songs,1.0,4.0,liveness,0.245
I Lived - Arty Remix,4jEB3KAsjmNSQGQmQk4Ii8,my liked songs,1.0,9.0,liveness,0.0792
We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,2iL0W5qi0ivZ9WRXbZ74cS,my liked songs,1.0,0.0,liveness,0.17
Make Me Feel the Night (feat. Tyler James Bellinger),6bD3KNRkjhLJUf1qjUAAP0,my liked songs,1.0,7.0,liveness,0.0649
Kids (feat. MKLA),3rgTS3933lMWoPiN6CW4qY,my liked songs,1.0,9.0,liveness,0.528
Dance with Me,06mFFhdNhfblY7tHLXFk5T,my liked songs,1.0,8.0,liveness,0.225
The Last Of Us,60FPmON125c5AehZCy2WCI,my liked songs,1.0,1.0,liveness,0.0862
Ice Cold,1rEVH7o40hg9UFjv7aSA1L,my liked songs,1.0,9.0,liveness,0.0643
Runaway - Y.V.E. 48 Remix,0mZrVEhEdgSRpW3yWv5Qar,my liked songs,1.0,5.0,liveness,0.929
Try (feat. RØRY),5jZxNBHyU7qpAQSCXuQq78,my liked songs,1.0,4.0,liveness,0.196
Like You Mean It,1qR73waVOTzDT4J6hzC8ts,my liked songs,0.0,9.0,liveness,0.0702
Can't Let You Go (ft. Ellena Soule),0WpgkcNh80fo6BP6htTsj3,my liked songs,1.0,4.0,liveness,0.0968
Walk Away (feat. Jimmy Magardeau),5mp62FN0bi0aiuFMSS7pvw,my liked songs,1.0,11.0,liveness,0.369
Drowning - Avicii Remix,19XDJlw6WxC4XOKC1LGKid,my liked songs,1.0,11.0,liveness,0.379
Dance With Me - Addiel LS x Kristianex Remix,2DrxxslmGwfpAEQX0InIWO,my liked songs,0.0,6.0,liveness,0.0912
Young Again - Radio Edit,2yv5k06pZ39cWs6IEL3pHa,my liked songs,1.0,7.0,liveness,0.712
Call Me A Spaceman - Radio Edit,1UPyhGntpIx9jGJ5UVtKVS,my liked songs,0.0,3.0,liveness,0.248
Children Of A Miracle,1zG3vdLkyPZG9l9tWkSnVn,my liked songs,1.0,6.0,liveness,0.141
How You Love Me,0A1y3d5O3SDvXaQ8snkmOf,my liked songs,1.0,1.0,liveness,0.34
This Is What It Feels Like,5GjnIpUlLGEIYk052ISOw9,my liked songs,1.0,8.0,liveness,0.0632
The Spark,5CYJB5Md92kvcrZ4lJDALY,my liked songs,1.0,11.0,liveness,0.11
Next to Me,6ZixfeFT8V0Nle1rMZAekY,my liked songs,1.0,11.0,liveness,0.105
Calling (Lose My Mind) - Radio Edit,1trC8L8YpawkU553ymy2zC,my liked songs,0.0,1.0,liveness,0.204
If It Wasn't For You,0R3aF3iq67sbMgqe0A4nup,my liked songs,0.0,9.0,liveness,0.146
Higher Ground (feat. John Martin),0rohJsT6NWsThpukt0Xxdc,my liked songs,1.0,1.0,liveness,0.0889
Another Life (feat. Alida),0NWVFwJxCMjBdTOCePlQdl,my liked songs,1.0,5.0,liveness,0.126
Klanga - De Hofnar Remix,0i3utbege8Iy3q7Hy86QCF,my liked songs,1.0,6.0,liveness,0.105
If I Lose Myself - Alesso vs OneRepublic,3ScJy88F8KqGDfWu8XJhHx,my liked songs,1.0,2.0,liveness,0.139
Feelings (with Zeeba),5zMJ2RQEhooQAF2dWs6r8I,my liked songs,0.0,1.0,liveness,0.73
Lost Soul,2YvcZ3xSlSLFEuDLybGzDb,my liked songs,1.0,4.0,liveness,0.0992
Safe With Me (with Audrey Mika),6Skh3CBum0pZw9TOr7FQnX,my liked songs,1.0,11.0,liveness,0.119
Hearts on Fire,02oT3HvcsXD64VwOBtH8yM,my liked songs,1.0,1.0,liveness,0.0959
Good Example (with Andy Grammer),5SspaMrPfWyRCS0GpjIxa6,my liked songs,1.0,1.0,liveness,0.134
The Best Days (feat. Tabitha),140XpWSdJ0jZEbLj9iVnPA,my liked songs,1.0,11.0,liveness,0.0565
In Your Arms (with X Ambassadors),70YPzqSEwJvAIQ6nMs1cjY,my liked songs,1.0,2.0,liveness,0.114
"Heavenly Father (feat. Noah Kahan) - Recorded at Electric Lady Studios, NYC",2OZhWugxgM4wvjI3MXRhJg,my liked songs,1.0,10.0,liveness,0.11
Last Christmas,3qxqbsqVtSe4EH95P9K9FA,my liked songs,0.0,8.0,liveness,0.334
Let You Go,43hcHVoAiHpkJ2gMbmO72h,my liked songs,1.0,7.0,liveness,0.195
Closer Than You,4TP11rqVfILREbUK5Q2Dmb,my liked songs,1.0,10.0,liveness,0.112
Shots - Broiler Remix,0z8yrlXSjnI29Rv30RssNI,my liked songs,0.0,11.0,liveness,0.102
Time,47iBtK4SMDXM2i2evdEvKx,my liked songs,1.0,8.0,liveness,0.45
Djadja - Dj Dark & MD Dj Remix,5OR17qjsGIiyBPhqlz9ibl,my liked songs,1.0,5.0,liveness,0.124
Your Body,5n5CNeIekfvDVuTfP5gLWu,my liked songs,0.0,0.0,liveness,0.0836
As Far as Feelings Go,2kJIiIqbzYVtv2iTpbQts9,my liked songs,0.0,0.0,liveness,0.154
First Time (feat. Dylan Matthew),27YD36FUikKxbp3bKSiKGZ,my liked songs,1.0,11.0,liveness,0.16
Smoke Filled Room,0cJ4aP0NxGB7QEZeOfdZC1,my liked songs,1.0,11.0,liveness,0.0927
Riptide,5kvFBu6jDJMECOqmD7OwUx,my liked songs,1.0,4.0,liveness,0.328
Hurts Sometimes (with Jonathan Mendelsohn),2wwSQbfTJUqNqDch31XUpW,my liked songs,1.0,1.0,liveness,0.117
Sovereign Light Café - Afrojack Remix,1BtoCt20dXxrXDw7xSWPpU,my liked songs,0.0,8.0,liveness,0.176
Back To U,19m23w2ANVhtB7rApM6pbN,my liked songs,1.0,4.0,liveness,0.109
Long Way Home,4RdZfdkgW1OmkajhvcOxA1,my liked songs,0.0,6.0,liveness,0.138
Alane,2u6Jm2klS4yvAlbSHlxUwI,my liked songs,1.0,3.0,liveness,0.11
Love You Better,4UuGBDjt8gLXsANZqZxMBz,my liked songs,1.0,11.0,liveness,0.1
Hold On (Axero Remix),0EMTZ0tGiIob5urWJk5Qdl,my liked songs,0.0,11.0,liveness,0.552
Coming Home,09sKH3nKtVZ6ovDReYRAu0,my liked songs,1.0,2.0,liveness,0.119
Runaway,3z1dEJDO6Tef586oiJX1vx,my liked songs,0.0,8.0,liveness,0.0693
Every Day Is A Song (feat. Austin Jenckes),3GywVcuVhURtcWQLHksygj,my liked songs,0.0,6.0,liveness,0.0968
Here to Love You,6esLMv3uuSmQ1nw2wQnqgA,my liked songs,0.0,6.0,liveness,0.216
Ona Ona,4ZvjeNb7sBKuyC1fXniwjJ,my liked songs,1.0,1.0,liveness,0.063
Lost,51tSHIfms86qWQFRiw0Dhh,my liked songs,1.0,1.0,liveness,0.0621
Phases,3GMw3vcTaYduNJSVAllpmv,my liked songs,1.0,1.0,liveness,0.0986
By Your Side,7bgz8auLPA7PesBhDHY1vW,my liked songs,1.0,7.0,liveness,0.0906
Carry You Home,7pstxLUhvsJC3M4TxHe2aI,my liked songs,1.0,8.0,liveness,0.116
No Regrets (feat. Krewella),58hjBuGWj43LQ6WjN3ZQAK,my liked songs,0.0,10.0,liveness,0.383
Favorite Sound,63ZtaTHM7Cu3JEca5xrWi3,my liked songs,1.0,1.0,liveness,0.153
Nightlight,06kxa3al7bUqRRo5nAFduZ,my liked songs,0.0,11.0,liveness,0.104
You should be sad - Tiësto Remix,4RpB1YWVr3srDU7Ipfp6d4,my liked songs,1.0,2.0,liveness,0.592
Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,my liked songs,0.0,0.0,liveness,0.269
What's Love Got to Do with It,3Be7CLdHZpyzsVijme39cW,my liked songs,0.0,8.0,liveness,0.0632
Baianá,7MUazB4rGIqFFIkjT95rCO,my liked songs,0.0,2.0,liveness,0.543
Never Go Back - Robin Schulz Remix,6vRCKJDtnrJEcyyzIMa0w0,my liked songs,0.0,9.0,liveness,0.0971
Ready for Action,0VGbL4NY4ie0m2dEwIwT3k,my liked songs,1.0,1.0,liveness,0.058
Million Voices - Radio Edit,4IdCX8mGmi8kJD5az6HqRL,my liked songs,1.0,8.0,liveness,0.0664
I Don't Wanna Live Forever - Taladego Tropical Mix,1MAwVy9fDWnicj5xtzzaAD,my liked songs,1.0,0.0,liveness,0.397
What You Waiting For,0eLotEQ3dfuxBiDjMjweP8,my liked songs,1.0,11.0,liveness,0.433
I Need You,67jqPyRfUo1Gpp6btQBFfj,my liked songs,1.0,0.0,liveness,0.137
Stockholm Lights,4KvdCo8WVDomkG4WOy4E0N,my liked songs,1.0,8.0,liveness,0.0783
Only Thing We Know,77YLeSEI8unMbZVWNUqioQ,my liked songs,0.0,4.0,liveness,0.0499
I Bet My Life - Lost Kings Remix,0CcnpyhdtrxIR7XeLn6bfe,my liked songs,1.0,1.0,liveness,0.155
The Same Way,1Rmxhk9QkgjJAPifwkA4uM,my liked songs,1.0,4.0,liveness,0.151
Call You Mine (feat. Bebe Rexha) - Asketa & Natan Chaim Remix,5EdYlCWou17k0N1PADLKfO,my liked songs,1.0,7.0,liveness,0.499
Post Malone (feat. RANI) - Joe Stone Remix,43XVdVydjpHCCGMrsjc785,my liked songs,1.0,7.0,liveness,0.226
Inside Out,3dqe8FDx7F1yxNY4LldJ7R,my liked songs,0.0,0.0,liveness,0.0658
Hit and Run,1CwLl4IIMSeEtwsyZ6fdzh,my liked songs,0.0,5.0,liveness,0.105
Gold Dust,1c4ZG57TMGxsohvNukHwrO,my liked songs,1.0,2.0,liveness,0.107
Mirai,5YWD16ArDVsteuw8OFzxon,my liked songs,0.0,9.0,liveness,0.196
In Your Eyes (feat. Alida),61ZM92T2zaXIVsqncThQzC,my liked songs,0.0,8.0,liveness,0.0768
He's a Pirate - Original 2k20 Mix,2GwNc6FhUqdMHg0fBngi1S,my liked songs,0.0,2.0,liveness,0.0408
