track,id,playlist_id,playlist,mode,key,variable,value
,76pb7byVgncOfaeFzHqs5M,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,1.0,speechiness,0.0382
,5yg9QJrLrMxQW5R2wFlJTP,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,10.0,speechiness,0.0397
,4ctpogwllZ06lgqpFORcZR,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,8.0,speechiness,0.056
,4mOiVBSN0NHgWPoX505ZIU,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.0482
,1TsGcCjhxnKRi6AJkAv6x5,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,4.0,speechiness,0.0342
,2FubFw6COK23piE1MEe4FZ,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,4.0,speechiness,0.0474
,771EhiagOkoclAOD43AOUQ,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,6.0,speechiness,0.0414
,6Sr8JkH7XRVk7Dnar9Xsr5,5U2MYFAcQ3yT7XbHYgGPmb,House,1.0,9.0,speechiness,0.0607
,6GX1zjEDqeI6ogBtkFjleM,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,2.0,speechiness,0.0374
,7GGguiA9LkgFT3BZbzHjwQ,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,2.0,speechiness,0.0363
,5UHuuQGEgMbZrYnHjQG9ny,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,9.0,speechiness,0.113
,3v2U3z1rTbDAXyy3znfLi2,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,2.0,speechiness,0.0323
,2ZdsweqvRBAoFs5c09oJk3,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,3.0,speechiness,0.0307
,3VovAXS4PthsLIh1E12YpN,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,6.0,speechiness,0.0305
,2gpytjWqJVE3LICibhEUaK,5U2MYFAcQ3yT7XbHYgGPmb,House,0.0,4.0,speechiness,0.0557
,0aHOXu219Z4MqEKwiKsddl,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,11.0,speechiness,0.03
,7qVbgfYUPrcPcJtqZoRis3,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,4.0,speechiness,0.042
,6DsFZITJMPnh8z5XewfVmL,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,3.0,speechiness,0.094
,69AeBv7ByXgtGmOcknCN4X,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,5.0,speechiness,0.095
,1ZewRfhWT5es2YF9Xu3Rop,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,4.0,speechiness,0.0315
,4X6wMQec2NHdBhEGUwqUFV,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,3.0,speechiness,0.0458
,6JgjIRRv7uMSEjzzxHTQoh,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,3.0,speechiness,0.072
,61lDxV5pn2UdumqMpdxCKG,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.0392
,5SAckbSHhNJ41b3bn5XwPL,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,3.0,speechiness,0.103
,4nowfpF6GPMemKole2cgE5,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,7.0,speechiness,0.0396
,64dkTKKNLwbjBuU4xnS2ei,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,9.0,speechiness,0.0284
,07idyjb93qYavu1s29HtBi,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,8.0,speechiness,0.079
,4cj7jlOb080aw9g6OMpWif,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,11.0,speechiness,0.0545
,5KWZ914T7l0Wy18yzdvH3N,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,1.0,speechiness,0.0328
,6OZh916QF8XNunWaP97WEZ,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,9.0,speechiness,0.0785
,2mXiYb6c52iMmRbP10KUin,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,3.0,speechiness,0.0364
,6cREm4bV7V79Yxdilx9HDo,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.141
,2CPqh63wRVscbceKcPxwvv,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,5.0,speechiness,0.029
,1Nxe6J4HuHpXjqMNhlTzpq,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.0326
,6uRxBAXVeSg4qaRZKwUgVF,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,2.0,speechiness,0.0676
,5FoYSQF0IaVwS6M9mlk6C4,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.0462
,1sDkc1CAvAM5uphbhPzxXQ,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,8.0,speechiness,0.166
,6Urgipy21aYDJkkw6ihzm7,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.0343
,590OeVL7UjZBefCnyMCWHS,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,4.0,speechiness,0.144
,7gZQfdEQpmwAoPHSbEHzms,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,5.0,speechiness,0.0294
,4ACmlsXDW7YSEic8zENrLO,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,10.0,speechiness,0.0487
,3TZ3MiMILR5wrQbbWiFUwI,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,6.0,speechiness,0.049
,6YnX3r74mDVPeu6bN2kzv6,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,1.0,speechiness,0.033
,2bG5yFcRlclKdNpxlg0QEJ,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.0305
,4EupaZnUh9CBOTisAoGesq,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,4.0,speechiness,0.033
,3LoBP2S3cewHVTyznJZp26,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,1.0,speechiness,0.067
,63Qco1ncI5U4qEUnxL1DsH,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.0453
,2wZEQf9UfZQZqbWbkU5JkV,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,11.0,speechiness,0.108
,2IGPdpqc1M79pD7pAp8KYi,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,7.0,speechiness,0.0259
,3Md4WAeVbgzTpqBPJqmAFM,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,8.0,speechiness,0.037
,18qH5bBi8nOCN5e1caotvL,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,6.0,speechiness,0.0285
,2jbgxfHpQctrN1XVX53oFd,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,6.0,speechiness,0.0318
,70vh9toYZ7tuGLB46HwZsA,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,4.0,speechiness,0.0278
,4shgwH7wztos6ticWBMuJp,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.0942
,5lpa1lJ6rDqe8M5ynVVDYI,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,10.0,speechiness,0.111
,6PP3c2VnSAb4X14y6dWndN,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.0517
,3FZEv9JddkjHNFiMVxJYpS,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.0474
,5pFJk7g8G5FfE2o8nocw4v,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,7.0,speechiness,0.0367
,6IuQkJXo0YgOEYVEPA3SGy,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,1.0,speechiness,0.0428
,6RmWY5lF9yrLdwv3ARFFsR,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,6.0,speechiness,0.037
,32PKQDEaouIIOlNZ5umoR6,5U2MYFAcQ3yT7XbHYgGPmb,House,0.0,6.0,speechiness,0.0674
,07w059JNHtvnZaZutQDJzs,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,1.0,speechiness,0.0438
,5k0CtBjtWLKnpZbqScaXSb,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.0318
,2KIgC0WnwwcDPgv8ClxXfi,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.0689
,0cUrNVDnm7cF82aJj9hiFR,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,6.0,speechiness,0.0318
,6sGkSpBvXqe4nG1jOsWO7D,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,1.0,speechiness,0.0444
,2K06amHdw8ZPWI75Xvo9Ij,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,11.0,speechiness,0.0324
,0h4FK0CnlZ3oJnZ6quEk1P,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,11.0,speechiness,0.0731
,6OnYQKTc5fbSGbIpaH4KxL,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,11.0,speechiness,0.0419
,3qaYuV5XZAwiOvGE91HhwS,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,8.0,speechiness,0.0324
,1D8jvcCsh8sS1QQZohqVqz,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,2.0,speechiness,0.0415
,7aV2mflaASUmGhCErm7kBO,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.0602
,6HUnnBwYZqcED1eQztxMBN,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,6.0,speechiness,0.0507
,0UnddeB02YdXiAcUnhpR1y,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,5.0,speechiness,0.0917
,2d6WVCgODEWh3TB27uy6NI,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.0505
,2sp1QtoKfxJaSlsu8NOLTn,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.0379
,1HgLHs8lQk6zJlKnl9WQeS,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.0269
,2DtuEJy6RzUNDtjPwb6XIy,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,9.0,speechiness,0.0434
,5c7SbsL6WqH5MZw6t9jWEl,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,9.0,speechiness,0.104
,7pcb6lwo28DcjyWOKit6l1,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,11.0,speechiness,0.0975
,0j0DNujXWeupLpZobbABoo,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,4.0,speechiness,0.0402
,1Rev0uexcpMr1ERkucbXnT,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,7.0,speechiness,0.0368
,1cG0umU5TKStygKsPFZ9pY,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,8.0,speechiness,0.102
,5qUsDiCoQwQNn9E2ujqxvp,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,10.0,speechiness,0.033
,1mqvoS0dlzsBUVwVLkaqEN,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,9.0,speechiness,0.0608
,4xa421XQK1NNq4Qdhbhube,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,9.0,speechiness,0.0542
,2AK6cgxQCh2Dyl7WzayO4K,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,9.0,speechiness,0.0336
,63MRutmAXJwkxhMhPHoioS,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,9.0,speechiness,0.0695
,4tVybkClyH0hjL8jzMq3sH,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,8.0,speechiness,0.103
,62djTxHY6cLZ1F9DrHSqim,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,5.0,speechiness,0.038
,6Arjh02A7wcY4cBNUYWuU0,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,4.0,speechiness,0.17
,4oVsPF4wxgmUqSMTHiC4bN,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.0403
,5Lx2wUBS84YYHUfUVFPoRB,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,11.0,speechiness,0.0354
,6BbpUx4SYDZb65ICIab72s,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,10.0,speechiness,0.0293
,15vzANxN8G9wWfwAJLLMCg,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,2.0,speechiness,0.031
,7dSucxSZkHuMSEA26NxoGV,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,4.0,speechiness,0.176
,0emMJOjCCIupaWDVJaCDDQ,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,2.0,speechiness,0.0377
,6FMwAI31AKixzL2COhIIHN,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.0466
,5pvJqNwUUahJIZ9a8CFeiP,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.0384
,6roEbeXiBuGiZsGEGwmQmr,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,1.0,speechiness,0.0311
,2iC6DfxAzUCtTwAwtbvvEz,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,5.0,speechiness,0.0509
,4yEaGsXVUZnybftsuRZKst,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,2.0,speechiness,0.123
,3eR23VReFzcdmS7TYCrhCe,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.0706
,0xmYV1YXszEd8DonoV7n4U,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,10.0,speechiness,0.0375
,5Qk6GxfHbuZIgEA6UdShdp,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,2.0,speechiness,0.0375
,3GLW6tRmupXtWYj38MUj0U,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.0455
,6oM7F7YkMe5jtOc2sbdTxl,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,11.0,speechiness,0.0439
,4LtHd4nHs1LRyFrGsU9s3v,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.0621
,6kTsa9LObKmNQFV7uPIrsH,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,2.0,speechiness,0.171
,74BGCq2L25uHnxC7Zwgp8q,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,11.0,speechiness,0.11
,6nhg2MM5xRmF9rlrtj5I0Q,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,4.0,speechiness,0.16
,2ZPyQcrC0p9BJnZj9eYKz8,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,6.0,speechiness,0.0374
,4NJpJ17Dgm5r4OYExFbxLk,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,8.0,speechiness,0.0294
,0hNduWmlWmEmuwEFcYvRu1,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,6.0,speechiness,0.0503
,1sfmIZRBmY5yq5wRQs987T,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,5.0,speechiness,0.0474
,2A17f6I4fh6GqYX0J8noGr,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,9.0,speechiness,0.0438
,5sWevAyvYSRzGpIsdsRvJi,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.0303
,3BCEUWotuY90D7Gn9belwR,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,2.0,speechiness,0.0448
,5bcXChqK8gM2KxJSpFqczp,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.0375
,2Gl0FzuLxflY6nPifJp5Dr,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,0.0,speechiness,0.112
,791MWXJrf4qCEVI6Pzd0AD,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,4.0,speechiness,0.0636
,0uIDxM4fdk9zHQzbhr5Jgq,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,8.0,speechiness,0.0459
,0WY08c7veS1xHGdkskHh0T,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,6.0,speechiness,0.0397
,41CqhTwCbwwwZ0SOjL4HBc,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,0.0,speechiness,0.0345
,06ZpMjkNdIDKVf3mK29UiC,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.0349
,2yI0ju5yNm1DFE0sWCYlqj,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,4.0,speechiness,0.108
,0GSU6yLOJqO10ziQuBLWOE,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,5.0,speechiness,0.0307
,1I9wDuajCQ7tJbDtfEwMf2,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,8.0,speechiness,0.217
,0HkwDCJIbWijtfKg63gQBJ,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,8.0,speechiness,0.0304
,6SP1AbWWWKLyoRiJy8Mntk,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,5.0,speechiness,0.0473
,5i3oFRgv01h8957xtGq1XH,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,11.0,speechiness,0.0311
,29Xp9qXcl1LBpGMFtfUZ4O,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,4.0,speechiness,0.0327
,1wjzFQodRWrPcQ0AnYnvQ9,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,9.0,speechiness,0.253
,2S2laN33BdttxJ8yyv4VbX,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,11.0,speechiness,0.0669
,5Pchgc0mxWI2qoJlz86jpv,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,11.0,speechiness,0.0607
,5wMgfgCLaIb3dZsL6koWj9,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,8.0,speechiness,0.0292
,2XBWT6qciUWR1HCmiPwrEV,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.124
,3jU5BHwddi4XYD9Yj8gvZ5,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.032
,6mp9IeMdujzozbEJdeQ4DW,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,6.0,speechiness,0.0622
,4Wq76dTxDuc5WUG2JFIAno,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,6.0,speechiness,0.0594
,38Pb8HTdTeaFdY0xzgoMCi,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,1.0,speechiness,0.0376
,4xlrALxuaCf9yZBHJeTSG6,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,11.0,speechiness,0.0469
,7BnIoqElaRdNoZxwCBlSpn,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,9.0,speechiness,0.0603
,6RrUUleT9JI0KQHZYBdJMB,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.031
,5knrAEjUMh6T2kDCN7YD2b,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,8.0,speechiness,0.034
,6PkzXU8dlwtfrwyTlUyVnv,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.0677
,7hrDA2n8BVGLyHra0rBiFd,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,5.0,speechiness,0.0788
,7FKcbKrAi4uiXosKMNTjQI,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,8.0,speechiness,0.0502
,6EQjtJeV7XVtqeVujxxbI1,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,8.0,speechiness,0.0449
,5GRl3T1b49OJrjI9ebxwVS,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,4.0,speechiness,0.0596
,6ESkvrWf0jzOKkLTjIWvyT,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,3.0,speechiness,0.045
,4QYG3uvLviKL4kkChZC0xk,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,1.0,speechiness,0.0303
,7ApiM6Uz81EyYsqwyDdHXj,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.0356
,3eXmdfwfGCO2opKw3U44aF,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,1.0,speechiness,0.066
,7pJ4iEOOwUEzO3m9Hh3Ojr,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,3.0,speechiness,0.0365
,7gBj0VgcuAgkXkiRRYvSmK,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,8.0,speechiness,0.0385
,4tg1G3X26wDTmQbipgxhp5,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,8.0,speechiness,0.076
,6GX3nPAkKqVZDwuBSWrq39,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,5.0,speechiness,0.0428
,7aLLuy3cVBPlRY7KfTARCz,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,5.0,speechiness,0.0365
,3t0J8vI9StQD8KIBkT2Cp5,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,2.0,speechiness,0.0684
,7jz5bjFxZbUeUhuelUF1mg,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.142
,4CKkgaaGV8t0s39wM1HEg0,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,9.0,speechiness,0.0302
,4lwSYcFSDeyY8jdSedZH4j,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,11.0,speechiness,0.0987
,1f3flfdU4VDM2OBDD2FMia,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.0394
,18B6aDMa7VmyHANHmOcmoG,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,0.0,speechiness,0.0553
,47cIBPzhCAd1QxsBIFlzcJ,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,3.0,speechiness,0.0979
,4r6O4o0RhpDXzvS2EtPohn,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.0915
,3V9DfRoS7JfSkuTyNEsCxQ,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,8.0,speechiness,0.0667
,54nynCxZgR6iaQ0HmscxdD,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.039
,0ow2JYLP8XmRnp0npEv69m,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,10.0,speechiness,0.0599
,0mU3gHNG3lZ89tuiSEg2CU,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,2.0,speechiness,0.0405
,7vGuf3Y35N4wmASOKLUVVU,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,4.0,speechiness,0.0853
,2NF8A7C6tICScdRaZ0BrEe,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,11.0,speechiness,0.0567
,4lharVQjYNhByFR8dSHkMA,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,6.0,speechiness,0.0799
,1EDpJKQEGfXcdlRlEeSD5Q,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.0351
,70FUPzNFvd8LaTOTl3pyk2,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,6.0,speechiness,0.0422
,2kLf4myxQME1Nd0voeKZri,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,5.0,speechiness,0.0406
,164C9bSF4ryqWXI4XgxTE0,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,6.0,speechiness,0.069
,4DFyyTU3cGSHHTex1xr0Sf,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,9.0,speechiness,0.0579
,0kAkve9XSoVd40LkRrvMhB,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,3.0,speechiness,0.056
,7ztgiFYwXSXMNHMaP8SA6e,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,9.0,speechiness,0.047
,4aSfgWmRa9KsISD4Jmx7QB,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,10.0,speechiness,0.0633
,3rvEwBi1mFFHqCnkrGmnWp,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,4.0,speechiness,0.0599
,77VLYTyrdlHEWcjhjQoXlz,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,8.0,speechiness,0.0515
,1iNVozzQE4woFdySdrpB4z,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,2.0,speechiness,0.203
,4DfxFGwreu9BquiLRClwh8,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,10.0,speechiness,0.0345
,1qR73waVOTzDT4J6hzC8ts,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,9.0,speechiness,0.245
,3nbtUMjRUH5VDwhvvcPRF8,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.0852
,1HwTvfQoFWV1vavcgHvptJ,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,2.0,speechiness,0.13
,1gAbEXZi4ZrmA5KPQARXrD,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,0.0,speechiness,0.113
,3K7WlpKeeO1NEUO2jEJNQQ,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,5.0,speechiness,0.238
,622l0B0kRhAdOxabOeWnln,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,1.0,speechiness,0.154
,0DCjHnHogCFxuqrOZr6Bev,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.0275
,5K4HJ4Ydm5qG3Bw7JaDAeZ,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.0408
,02E0dSRldGrrrJyTY7O4uA,5U2MYFAcQ3yT7XbHYgGPmb,House,1.0,10.0,speechiness,0.137
,29JtWMi1kHUoHRyyUdpoFk,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,6.0,speechiness,0.0604
,5MMu9zi4UrctTCXQqNJUCY,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.0575
,3AzvNvE3xpgelqmE5MRnbI,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,0.0,speechiness,0.0458
,6h2qvn7McOJ8J1nKQUtc4x,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,6.0,speechiness,0.121
,708OFb4yTYv8DWLqWPhZ32,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,6.0,speechiness,0.0289
,3nTIvcfFkFEUL4cdMaEt5H,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,10.0,speechiness,0.0837
,6PDOFM6QTrLiYqISU5GriF,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,8.0,speechiness,0.0434
,5AJgjETGRZMlONKiKzYCUy,35oLMiAK4VM2T0ek3PTPIc,Chillin',0.0,5.0,speechiness,0.0324
,2ldyZKBfACdhvRunYjizga,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,11.0,speechiness,0.0433
,0ez8HT7qqmwMd9wY7PUAuW,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,1.0,speechiness,0.0305
,6PKQjJUpuODWC2XNA0Py8p,35oLMiAK4VM2T0ek3PTPIc,Chillin',1.0,7.0,speechiness,0.0876
