,track,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,top-track
162,Cardinal,54YE9pzrjZToZSneNAXV99,0.544,0.296,10.0,-9.424,1.0,0.033,0.84,9.07e-05,0.1,0.389,158.253,209899.0,False
163,Come Away,1tpSOLApZSgDaFqYHIeQl9,0.673,0.592,0.0,-8.388,1.0,0.0305,0.214,0.0,0.11,0.231,121.949,260693.0,False
164,Land of the Living,4m9DSdV4XU49dDJ8yhaMMv,0.512,0.384,5.0,-8.799,1.0,0.0331,0.512,0.000193,0.128,0.289,121.992,264987.0,False
165,Olalla,4R59wt5nnhYo88PIu3cUIt,0.573,0.406,3.0,-11.946,1.0,0.0361,0.653,0.475,0.123,0.376,130.021,248160.0,False
166,Deer Creek Canyon,7f7XDVYgznRghZVpnorBPF,0.642,0.444,10.0,-12.119,1.0,0.0316,0.744,0.0491,0.151,0.326,93.427,198893.0,False
167,Stars and Satellites,6l33h0irAiriPBKTTuclZg,0.44,0.197,11.0,-20.422,1.0,0.0322,0.761,5.68e-05,0.142,0.276,136.91,170213.0,False
168,Hello My Old Heart,66MXa8qDIQRtwuxuNtjNCu,0.558,0.299,0.0,-10.634,1.0,0.0266,0.622,0.0305,0.0914,0.298,90.077,256007.0,False
169,Each Coming Night,1W0AEYBGDQw5z5TAQTHWiG,0.361,0.23,2.0,-15.517,1.0,0.0359,0.835,0.517,0.111,0.415,163.354,207720.0,False
170,Winter Winds,73TSiedpNHa7Ti0XixxTZi,0.465,0.499,7.0,-6.996,1.0,0.0268,0.218,0.0,0.362,0.42,83.879,219707.0,False
171,Clawhammer Medley,40HrZG1rgdb4p55Qi7yKgQ,0.57,0.629,2.0,-5.791,1.0,0.031,0.535,0.701,0.0879,0.806,110.715,136347.0,False
172,Rivers and Roads,4Q6Kuze3wNMQRjamyBjHUR,0.494,0.194,0.0,-8.965,1.0,0.0352,0.699,2.98e-05,0.0803,0.161,135.753,284000.0,False
173,Halcyon,4abEe6s1Ja2qSxqC6BUzn1,0.633,0.382,2.0,-13.637,1.0,0.0256,0.806,0.161,0.0829,0.2,101.012,239080.0,False
174,Just One,17HIlGOwZ8J7qz0UVFnjuZ,0.481,0.401,7.0,-8.821,1.0,0.0289,0.552,8.2e-05,0.0975,0.196,110.801,269067.0,False
175,Bud,1OLuZDecGqxUYCuNyjH8Qr,0.382,0.238,3.0,-12.993,1.0,0.0337,0.889,0.00023,0.114,0.3,176.774,215084.0,False
176,One Red Thread,0xOZTzwpERp1jrRk9Qly3Q,0.504,0.339,2.0,-13.007,1.0,0.0325,0.812,0.00075,0.083,0.288,97.859,271000.0,False
177,Old Town,62wUcF268nKH9HcMaY247d,0.526,0.185,10.0,-15.744,1.0,0.0284,0.818,7.8e-05,0.106,0.471,100.278,187037.0,False
178,Lost Lula,7GZYE2F7OBnHkILUn96b2z,0.385,0.31,4.0,-17.464,1.0,0.0556,0.987,0.937,0.0906,0.754,171.842,146240.0,False
179,Send My Fond Regards to Lonelyville,2ybO0afBP4A8gypNbrH4aJ,0.431,0.422,7.0,-9.837,1.0,0.0291,0.615,6.45e-05,0.102,0.473,171.957,366973.0,False
180,The Mtn Song,2RVTfVnMg1iAb6lEagBVtL,0.416,0.341,0.0,-9.168,1.0,0.0402,0.916,1.13e-06,0.263,0.32,139.899,238580.0,False
181,Moon At Dawn,1p69jwwnSKmqUCqloHSTxz,0.392,0.495,9.0,-8.193,1.0,0.0316,0.348,0.0498,0.0784,0.415,104.783,247520.0,False
182,Amos Wilder,6RTIo9qIckWh0KTKm7p3Ng,0.416,0.305,2.0,-11.177,1.0,0.0385,0.923,0.95,0.11,0.0673,152.965,203302.0,False
183,Without Me,58fhd4lGAudPcnfY9oenp1,0.47,0.351,7.0,-9.385,1.0,0.034,0.757,1.32e-06,0.556,0.392,152.013,344573.0,False
184,Asylum,736Jy0aC33icgo4VWXgnU6,0.436,0.388,7.0,-9.765,1.0,0.0303,0.122,2.79e-06,0.198,0.217,128.97,231200.0,False
185,Birds and Stars,50pmnragHfe7a6EuggcKVI,0.573,0.371,0.0,-12.248,1.0,0.0592,0.793,0.0249,0.104,0.228,82.402,191933.0,False
186,"Honey, It's Alright",5BTHMC1yaJGHmUi2nRpXfq,0.471,0.0775,0.0,-15.664,1.0,0.0562,0.94,0.00675,0.106,0.0839,132.02,191080.0,False
187,This Is What,46xIevvSTzeoWQ9Od1DBQc,0.389,0.262,1.0,-12.042,0.0,0.0301,0.902,0.0353,0.115,0.417,88.26,189907.0,False
188,The Village,1ednEvaCEknxTnGJgHoMBF,0.448,0.139,5.0,-13.811,1.0,0.0475,0.934,0.911,0.122,0.0928,118.272,185760.0,False
189,Some Day Soon,73h0kfW72SgSKzfBRR6GPO,0.593,0.554,4.0,-12.187,1.0,0.0286,0.931,0.888,0.0918,0.416,92.861,287800.0,False
190,Reunite,3FZp9Dzst1a9cnVJuxxtvH,0.59,0.476,1.0,-12.784,0.0,0.0294,0.756,0.208,0.106,0.6,68.161,235720.0,False
191,"Welcome Home, Son",13PUJCvdTSCT1dn70tlGdm,0.601,0.537,6.0,-9.464,1.0,0.0296,0.743,0.732,0.143,0.394,144.994,285320.0,False
192,Tape 03,2ZO1Y1Bbot1jrdPApAyCV2,0.399,0.467,5.0,-10.296,1.0,0.0314,0.869,0.151,0.109,0.311,115.965,280613.0,False
193,Horticulture,5T06VjxhASUp9BmDDYchJq,0.526,0.0257,2.0,-23.332,1.0,0.0368,0.968,0.0458,0.0921,0.0769,145.991,240000.0,False
194,Blood,5eeMft4YZx0Xdf9yJPNZJY,0.473,0.478,11.0,-8.585,1.0,0.0282,0.0984,0.0747,0.118,0.116,79.043,326920.0,False
195,The Story I Heard,1eU942t2SHtSRIQlVSckQc,0.742,0.44,1.0,-12.9,1.0,0.0273,0.582,0.000435,0.0792,0.509,95.544,273413.0,False
196,Shine,3MUKutBh9ArBBjxZqJDPDX,0.545,0.811,7.0,-5.866,1.0,0.0712,0.0058,8.89e-05,0.462,0.284,128.058,228676.0,False
197,No Mystery,3nFK0U2hAeDFptgFqcHFm3,0.515,0.311,2.0,-12.026,1.0,0.0448,0.71,0.000311,0.112,0.125,170.325,324000.0,False
198,Sundance,2N9QYIrmj2W1LiVIoXup1V,0.618,0.317,0.0,-9.107,0.0,0.0283,0.568,0.0,0.0797,0.22,131.912,176141.0,False
199,Fractured,4ZbXJQc9rP0G5w3YEFoGd5,0.571,0.275,9.0,-12.726,1.0,0.0286,0.832,0.000519,0.132,0.127,68.064,194800.0,False
200,Feel Your Skin,717dytawVJiEJRTKHhvdjT,0.519,0.417,11.0,-8.672,1.0,0.0435,0.809,9.39e-06,0.0958,0.198,77.159,151979.0,False
201,Second Heart,3ygOohNGIMoSZF9Y2CVTT2,0.676,0.176,6.0,-17.717,0.0,0.0392,0.934,0.178,0.111,0.115,128.962,245551.0,False
202,Seattle Rain,3ZUVpMFrjJYYX4TTuPXXef,0.418,0.198,10.0,-8.879,1.0,0.0323,0.806,0.0,0.0693,0.387,89.074,218653.0,False
203,River,73VzzfuoQ6CxBQ9TtVhJKa,0.643,0.34,2.0,-13.987,1.0,0.0366,0.816,0.0184,0.0926,0.32,126.102,243776.0,False
204,Down by the River,2Lg44cIfzMDBA8CF9GdCYX,0.322,0.236,1.0,-14.159,1.0,0.0351,0.858,0.667,0.0902,0.267,80.571,231478.0,False
205,Coffee,429NtPmr12aypzFH3FkN9l,0.532,0.137,9.0,-18.208,1.0,0.0717,0.982,0.962,0.112,0.301,118.734,126825.0,False
206,I Won't Go,4TyrSGg5dubBD14hSpG8g0,0.367,0.197,5.0,-13.353,1.0,0.0323,0.794,0.122,0.107,0.134,70.276,209309.0,False
207,Comfort in the Chaos,5tglmltRZLBPm61AuB3Tm1,0.657,0.404,0.0,-9.87,0.0,0.0688,0.717,0.000515,0.103,0.51,161.936,192515.0,False
208,Odyssea,3kGRAyhUqfBwKyotQNkeDB,0.512,0.481,4.0,-5.731,1.0,0.028,0.779,0.224,0.159,0.147,127.573,240250.0,False
209,"Oregon, Virginia",6oy06rK7aVW9AsQthR7qxg,0.543,0.296,2.0,-11.771,1.0,0.0311,0.862,0.0252,0.225,0.343,169.535,234500.0,False
210,Appalachia,04drOk9EIWQ3adINuZ7ahn,0.611,0.14,3.0,-19.07,1.0,0.0331,0.928,0.104,0.113,0.359,81.873,288659.0,False
211,Sierra,3OApa57bg9hyZDtRNBETew,0.417,0.342,2.0,-10.7,1.0,0.0374,0.892,0.00884,0.117,0.355,176.184,251000.0,False
212,Wildflower,3SxpQR1mrAw8XJszsylIwO,0.482,0.435,10.0,-13.52,0.0,0.0394,0.321,0.0608,0.317,0.122,101.045,250179.0,False
213,Rolling to Nowhere,0A85jdX4QnyqAuPr8ixxNC,0.716,0.399,2.0,-8.989,1.0,0.0307,0.751,0.0354,0.0759,0.183,112.074,265781.0,False
214,Mavourneen,7eUwTIXStPhTLza1dYXK9a,0.605,0.442,5.0,-9.281,1.0,0.0244,0.315,1.01e-06,0.0944,0.49,99.113,259520.0,False
215,There Will Be a Time,1hqdpmcEfqzE7h9Dq6G2aw,0.586,0.301,7.0,-9.537,1.0,0.0358,0.752,7.64e-06,0.131,0.418,103.908,242867.0,False
216,Morningtown,1u39EHnocUCdeJu8mrwkAc,0.584,0.14,10.0,-10.683,1.0,0.0418,0.923,5.57e-06,0.103,0.407,108.556,159500.0,False
217,You,3OfbtToa7qDp5fNonWOOdE,0.452,0.5,0.0,-9.684,1.0,0.0491,0.152,0.00954,0.144,0.66,109.331,106909.0,False
218,Mighty Fine Day,1Xed9LJL2vYHC5UD5wTdxH,0.473,0.278,2.0,-14.709,1.0,0.0314,0.803,0.0678,0.106,0.223,109.877,149748.0,False
219,Trying To Say,3g5ylrTTwYMTvtJUX6Ycs7,0.481,0.295,1.0,-13.284,0.0,0.035,0.82,0.237,0.177,0.317,105.192,194074.0,False
220,Closer To The Sun,5qQ7HmA57BxMfHEOtWuPCF,0.358,0.284,0.0,-13.413,1.0,0.0283,0.93,0.00447,0.138,0.361,94.434,227763.0,False
221,Send Our Love,4eO3ZPXoUNa3xNZZikblc5,0.5,0.334,7.0,-10.491,1.0,0.0323,0.555,0.000979,0.102,0.573,96.189,232424.0,False
222,Rosie,09t8F6vwElB6scMtsGpyaP,0.45,0.242,3.0,-12.955,1.0,0.0275,0.906,2.21e-06,0.11,0.543,97.648,118827.0,False
223,Words Unspoken,490VPBUaXlSqNM0y5zP7H5,0.444,0.524,2.0,-9.874,1.0,0.0296,0.635,0.934,0.1,0.535,105.002,172907.0,False
224,Timshel,4aHzQbalMnDm04AAW5K4se,0.463,0.279,5.0,-9.5,1.0,0.0344,0.863,6.94e-06,0.114,0.0859,82.509,173400.0,False
225,Millennial Blues,2ykxIrUWedFFawBfb5PSBC,0.554,0.176,4.0,-9.633,1.0,0.0432,0.917,0.0,0.106,0.229,147.729,206716.0,False
226,Out of Egypt,4dzi9ff1Zm5PqLtn0gyM9a,0.636,0.196,9.0,-14.251,0.0,0.0526,0.908,0.000984,0.127,0.383,143.322,139162.0,False
227,Ashford,1YUYBKSjSFOM38Ud8vWzex,0.398,0.386,5.0,-14.55,0.0,0.0833,0.631,0.158,0.0868,0.294,171.634,207000.0,False
228,New Moon,3J0g7vuaHQy7xur7OLbXgo,0.581,0.178,2.0,-15.405,1.0,0.0446,0.863,0.176,0.0819,0.354,180.264,215623.0,False
229,Dunes Dream,11IAfyz9y81Ca7mZMuapD2,0.668,0.123,4.0,-19.658,1.0,0.0325,0.968,0.00151,0.102,0.366,111.953,114318.0,False
230,Lost Satellites,14URsWjmk45OwJ6QjVN77e,0.455,0.102,2.0,-19.243,1.0,0.0377,0.9,0.00497,0.13,0.316,119.985,143133.0,False
231,You're Too Good For Me,6Wr6IGBdsgbS5FmHmnftcJ,0.559,0.253,3.0,-13.599,1.0,0.101,0.259,0.0,0.237,0.571,183.753,146026.0,False
232,Peace Be Still,1rj0ZxXEE4J0TroutIVTTz,0.579,0.722,7.0,-6.766,1.0,0.0386,0.324,0.00296,0.0835,0.351,141.905,252960.0,False
233,Darlin',5YzvaFdxrTlfL41UZJFeEQ,0.37,0.562,7.0,-6.814,1.0,0.0259,0.329,0.036,0.203,0.251,78.959,198947.0,False
234,The Mountains,1ufoef0eLjtTneuTmlFOXn,0.618,0.296,9.0,-11.242,1.0,0.0277,0.534,3e-06,0.139,0.313,106.02,192000.0,False
235,Reverie,49ba1IRC6kcHxCDTEGRGJs,0.577,0.361,11.0,-13.865,1.0,0.0294,0.797,0.00128,0.104,0.255,135.822,272640.0,False
236,"Young Mind, Old Soul",6qtNvmczrEmDonQrvkUoQA,0.689,0.369,2.0,-12.097,1.0,0.0275,0.901,0.307,0.527,0.354,133.005,245414.0,False
237,I Didn't Try,0dV7AOc1NyqCuudo61JVpu,0.526,0.213,5.0,-14.195,1.0,0.0513,0.885,0.0,0.35,0.469,129.128,229779.0,False
238,Under These Pines,3mkWjLbPmZ0gcK1CnnwMez,0.623,0.0702,8.0,-15.775,1.0,0.0476,0.93,0.0125,0.108,0.4,108.637,212139.0,False
239,Hometown Kid,52RU9l74Q8EzK7x1t9nvhi,0.607,0.164,4.0,-16.521,1.0,0.0429,0.93,0.354,0.115,0.145,142.092,294348.0,False
240,I Know Where Silence Lives,2kfKMbIHWNLnYcCbaIuiox,0.503,0.361,8.0,-14.295,1.0,0.0337,0.808,0.034,0.365,0.267,122.672,251761.0,False
241,She Loves And Leaves,6L7UuAd93eU6Kl0id1ClqA,0.348,0.195,2.0,-12.421,1.0,0.0324,0.828,9.05e-06,0.375,0.0392,108.162,236740.0,False
242,Wildfeather,4QwUqD2QCV5T4k82B9qEgt,0.664,0.635,8.0,-5.499,1.0,0.0276,0.0428,3.45e-05,0.0895,0.204,91.999,208955.0,False
243,Mountain Song,7GCdDrZvdNSPAFLh2rpwCw,0.391,0.643,10.0,-7.862,1.0,0.0303,0.227,0.0124,0.0677,0.302,155.104,186933.0,False
244,So So,4I36I6W8YhxCMgApL1TbdJ,0.373,0.525,10.0,-13.346,1.0,0.0381,0.618,0.79,0.106,0.0943,183.921,178125.0,False
245,De Lyckliga - Radio Edit,4YvawqardMuONIPdd9iXTo,0.696,0.178,2.0,-10.226,1.0,0.0303,0.989,0.919,0.129,0.468,85.009,137500.0,False
246,New Slang,1wAqhAF1dynDjMy7m5CSSE,0.669,0.388,0.0,-11.547,1.0,0.0306,0.605,0.144,0.0905,0.645,130.016,231173.0,False
247,I Will Follow You into the Dark,3kZC0ZmFWrEHdUCmUqlvgZ,0.517,0.206,5.0,-12.233,1.0,0.0421,0.924,0.0,0.118,0.489,80.401,189187.0,False
248,Sinking,3FaQZUkSzO9Aa5iMXLG6Eo,0.729,0.157,4.0,-16.738,1.0,0.0377,0.926,0.714,0.11,0.228,110.741,169500.0,False
249,Hey Ginevra,5jl12u08GTlujIiX35XvAc,0.608,0.613,0.0,-9.587,1.0,0.0356,0.06,0.000601,0.0811,0.224,91.017,190904.0,False
250,Hico,3mDr0k6sBtnjyCVdncg8LS,0.622,0.64,8.0,-7.368,1.0,0.0317,0.485,1.02e-05,0.117,0.569,101.9,172118.0,False
251,Garden Song,0GHhw1iaff21POLlPdGlzc,0.569,0.77,10.0,-7.573,1.0,0.0361,0.237,0.00848,0.497,0.707,91.08,244952.0,False
252,Where the Sea Ends,0Uol0TWYyA8yBwljX8Yusg,0.546,0.462,4.0,-14.552,1.0,0.031,0.38,0.000367,0.104,0.705,116.498,180000.0,False
253,Joey,1SZvvo2dDtHoOctoKOpD6K,0.598,0.559,5.0,-9.606,1.0,0.031,0.648,0.00139,0.166,0.399,125.101,218520.0,False
254,Evergreen,1rLX2bZlaR8tlWz9T1AKUp,0.327,0.302,8.0,-15.629,1.0,0.0341,0.716,0.000383,0.385,0.124,134.019,205548.0,False
255,Better To Love,6WklYs5Txwa5jAViYUANs3,0.484,0.259,4.0,-11.553,1.0,0.0344,0.921,0.0143,0.11,0.242,84.354,224000.0,False
256,Cabin Fever,2DCjrlmWAFIxTSO92jvEIh,0.573,0.209,0.0,-16.502,0.0,0.0408,0.887,0.00412,0.16,0.306,141.561,178419.0,False
257,Journey Home,14DFvObv2dHAHnrYzagMUR,0.646,0.289,11.0,-15.797,1.0,0.0276,0.715,0.00799,0.126,0.32,97.034,271330.0,False
258,Cold Water Swimming,2ht5pkjS9mcShiPGcOmfM3,0.264,0.276,0.0,-13.098,1.0,0.0309,0.63,4.43e-05,0.086,0.217,179.458,266429.0,False
259,June,7FFuAM2rO5bCk8NuLSGXFu,0.692,0.337,4.0,-10.237,0.0,0.0387,0.844,1.87e-06,0.115,0.625,120.179,165156.0,False
260,Permafrost,47aKE9cfKLyecAsxL2OaEC,0.652,0.573,6.0,-8.12,1.0,0.0379,0.218,9.46e-05,0.142,0.0804,126.003,238549.0,False
261,Walk You Home (In the Mornin' Mist),748HpupwUf42wzwouGqHOR,0.42,0.396,0.0,-10.294,1.0,0.031,0.867,0.128,0.191,0.195,89.696,160194.0,False
262,Bee,5vEVDuYlXrHEkLYIztU722,0.264,0.267,0.0,-16.947,1.0,0.0407,0.984,0.917,0.105,0.117,81.525,132547.0,False
263,Ukiyo,1w1vmGM5nzNsQviR9dC4Sc,0.439,0.0561,9.0,-23.791,0.0,0.0466,0.99,0.909,0.0695,0.105,159.984,235107.0,False
264,Le rêve d'une note,2xDBwhsdKnawySo4jswvjT,0.511,0.322,6.0,-17.234,0.0,0.0369,0.983,0.92,0.0856,0.274,140.069,189347.0,False
265,Fantasy,1CkqY1LwyWEkju8LsAK2Ok,0.223,0.136,1.0,-20.351,1.0,0.0341,0.966,0.911,0.112,0.0394,72.414,265815.0,False
266,La Vie,5Hn2dUqSBV79DHbMuHI11h,0.225,0.163,7.0,-19.778,1.0,0.0471,0.968,0.961,0.114,0.284,74.413,260307.0,False
267,Theme Music for a Dream,1k3ZB5BjdvFTsryiCjbVkd,0.42,0.09,6.0,-23.951,0.0,0.0416,0.944,0.912,0.111,0.203,80.019,209293.0,False
268,Nocturne,0v0GWZeYYJb6CMdQjbBify,0.226,0.246,1.0,-11.354,0.0,0.037,0.106,0.703,0.0956,0.0379,70.042,193133.0,False
269,Human Compassion,61XRtaSvEcC52h4RAYP4hx,0.543,0.123,5.0,-19.552,0.0,0.0469,0.984,0.923,0.124,0.159,91.626,202105.0,False
270,I Love You,0nFiXjQUmqZJnskf6nKi70,0.366,0.349,8.0,-16.638,0.0,0.0561,0.941,0.927,0.145,0.0784,91.813,263583.0,False
271,Meditation,19d0cpyRZYw0R00y4Am99v,0.495,0.136,9.0,-24.929,1.0,0.0498,0.995,0.926,0.106,0.125,72.009,295707.0,False
272,Summer Night,4udQdukrhegqWhqdprQtbx,0.451,0.113,4.0,-24.914,1.0,0.0376,0.978,0.825,0.095,0.0807,80.017,310240.0,False
273,The First Waltz,0PsTpBzsWqjqZ8wAiq9nuc,0.208,0.187,4.0,-21.458,1.0,0.0386,0.876,0.862,0.11,0.191,104.687,166608.0,False
274,Wyden Down,08nsrwYHcNROgOxu0JDUbk,0.149,0.323,6.0,-19.446,0.0,0.03,0.85,0.91,0.117,0.342,89.453,207373.0,False
275,Perfect Balance,2qMvZaqqKz1u0DF2OfggDM,0.35,0.21,11.0,-17.732,1.0,0.0385,0.979,0.915,0.14,0.184,137.182,114634.0,False
276,Youami,0KcNsOR8SuRB66VCJLfdnr,0.503,0.0155,8.0,-24.868,1.0,0.0613,0.989,0.947,0.132,0.039,65.798,249227.0,False
277,Noah,28VLOsb8NVYCfGgXvZF7Lq,0.473,0.0457,6.0,-20.132,1.0,0.0323,0.981,0.933,0.105,0.125,64.67,167880.0,False
278,Drive,1GVXbkQGidWl3obKyq51b2,0.298,0.48,8.0,-13.357,1.0,0.0316,0.649,0.785,0.0964,0.417,94.209,305053.0,False
279,Sweet awakening,45RSaYVNGZhdpjbqcAukYI,0.408,0.0877,9.0,-19.623,0.0,0.0388,0.991,0.923,0.107,0.123,75.115,155947.0,False
280,Peace of Mind,1Q84FwtryMXHw9M8gM0b2e,0.72,0.406,9.0,-17.659,1.0,0.077,0.486,0.000346,0.154,0.209,115.955,147931.0,False
281,Lullaby,5xzCzOAOfRi4DOttSzvznR,0.725,0.834,5.0,-3.913,0.0,0.037,0.0784,1.27e-05,0.0834,0.859,120.026,204022.0,False
282,La Vernatelle,1uZfUDfJEWrpjFAtGbosU1,0.162,0.199,9.0,-18.336,0.0,0.0327,0.966,0.916,0.103,0.148,180.694,170347.0,False
283,New World,52WSXTnReMIkfYRhpcr3pt,0.682,0.109,5.0,-10.177,1.0,0.102,0.966,0.00121,0.115,0.214,111.928,206429.0,False
284,Sweet dream,2r5lNgEotK2xCKDKT4yYjw,0.289,0.0937,1.0,-20.273,1.0,0.0279,0.986,0.866,0.0885,0.168,87.279,197573.0,False
285,On a Cloud,4FLnSfoyAZ1upX2uerS9XO,0.169,0.39,0.0,-18.331,1.0,0.0383,0.967,0.904,0.09,0.358,173.327,226027.0,False
286,Joy,5chao8hfbTSpDzoBjmhBCs,0.295,0.207,8.0,-18.213,1.0,0.0358,0.992,0.931,0.164,0.112,98.39,143973.0,False
287,Lily’s Lullaby,3oXl4DnBBGeGhXjHmSSMpU,0.497,0.00781,0.0,-24.079,1.0,0.063,0.994,0.963,0.147,0.101,74.096,239867.0,False
288,Changing Times,5XEwkz6o2JWAQL9xmtJC3X,0.423,0.418,2.0,-11.002,0.0,0.0503,0.978,0.954,0.117,0.207,180.098,78000.0,False
289,Be a Prelude,67UXIBnlg7IiYEYffn5eKW,0.393,0.175,0.0,-18.118,0.0,0.0303,0.989,0.916,0.109,0.28,85.39,215040.0,False
290,Closing the Past,2rb1VcOBcm7LEuJzhPOzzP,0.318,0.198,5.0,-10.341,1.0,0.0334,0.982,0.897,0.103,0.0382,64.868,138645.0,False
291,Brave Heart,040Md6cPvzjqwPXZIcPnm4,0.643,0.78,9.0,-7.512,1.0,0.0364,0.218,0.854,0.109,0.213,130.01,199648.0,False
292,Washed Away,1zmrhIZs4WPnAkuSAof36h,0.354,0.0585,5.0,-21.739,1.0,0.0532,0.99,0.921,0.1,0.0775,65.738,153943.0,False
293,Meditation 22,2zyt5VHuSeLPBfUjl9uDNx,0.5,0.0599,9.0,-26.066,1.0,0.0523,0.993,0.934,0.0996,0.177,71.994,1354080.0,False
294,Create and Fade,15LYTxGxwQl353ZqbyX6SZ,0.449,0.264,5.0,-12.097,0.0,0.031,0.97,0.0234,0.112,0.183,89.824,208171.0,False
295,Evolving Memories,7fatRhuZtEj2KB2VGefprE,0.31,0.135,10.0,-18.693,0.0,0.04,0.982,0.885,0.115,0.0772,142.648,153138.0,False
296,Return Home,3cWRiRARNJ4SoGgUFnWrVK,0.619,0.103,2.0,-16.072,1.0,0.05,0.989,0.954,0.111,0.0629,99.969,178786.0,False
297,Yamaguchi,5S6jrJfTbeBWmeL1ehvoSg,0.706,0.183,0.0,-6.262,1.0,0.0498,0.887,1.3e-05,0.089,0.415,98.108,163264.0,False
298,Sweet Caroline,62AuGbAkt8Ox2IrFFb8GKV,0.529,0.127,11.0,-16.066,1.0,0.0274,0.611,0.000109,0.237,0.578,63.05,203573.0,False
299,Lonesome Town,0SsYlkXxZ5vkWOTsKxMfMz,0.404,0.193,11.0,-12.501,1.0,0.0305,0.794,0.000296,0.103,0.273,77.026,134040.0,False
300,Cecilia,6QhXQOpyYvbpdbyjgAqKdY,0.755,0.876,0.0,-8.867,1.0,0.0362,0.357,5.17e-06,0.22,0.954,102.762,174827.0,False
301,I Still Haven't Found What I'm Looking For,6wpGqhRvJGNNXwWlPmkMyO,0.564,0.774,1.0,-9.424,1.0,0.0368,0.0135,0.00191,0.0861,0.657,100.894,277477.0,False
302,Mes de mayo,5NC544ZW2nMWmb2K45F798,0.632,0.484,7.0,-7.747,1.0,0.0263,0.44,1.93e-05,0.287,0.397,123.516,149916.0,False
303,La molinera,505xdNAPS23sCjcsSyDjkN,0.424,0.476,0.0,-7.516,1.0,0.0362,0.605,1.64e-06,0.359,0.669,115.921,166360.0,False
304,I AM WOMAN,3nOz1U41SZZ0N3fuUWr9nb,0.646,0.471,10.0,-9.247,1.0,0.157,0.122,0.0,0.125,0.455,170.084,232813.0,False
305,Cuando Suba La Marea,1YSPIHUt1JiN9H1GcgH8Ce,0.634,0.643,8.0,-5.177,1.0,0.0271,0.386,9.61e-05,0.109,0.409,115.997,265213.0,False
306,Estadio Azteca,03Ntkzzjkz7nFJldcPbL90,0.751,0.62,7.0,-6.753,1.0,0.0451,0.716,0.0016,0.0651,0.473,142.028,217973.0,False
307,Fragile,0VByf0TxUf3QLGK4njBJSh,0.388,0.278,10.0,-10.451,1.0,0.0318,0.744,0.0,0.0732,0.22,134.018,227612.0,False
308,Antiaéreo,15tDDogDQ8kOcs5b6G2bN5,0.538,0.938,2.0,-4.894,1.0,0.03,0.000508,0.214,0.408,0.735,130.008,184000.0,False
309,Peru,50PNIHqtEaaY48K7WWxG9L,0.95,0.415,7.0,-7.45,0.0,0.0866,0.565,0.000938,0.0793,0.668,108.024,187896.0,False
310,For a Song to Mean a Thing,3bc2L7xATgHEXtNJdEJOv9,0.579,0.336,2.0,-13.101,1.0,0.0378,0.664,1.02e-06,0.245,0.189,98.283,206633.0,False
311,Canción de cuna,1yM6sRYznC9zKmcYkTKzE9,0.404,0.129,7.0,-12.343,1.0,0.0398,0.689,0.000252,0.0805,0.232,114.141,247470.0,False
312,Acurrucar,1xYBeQ5u8uaJ3oBWktjGyJ,0.809,0.216,8.0,-12.103,1.0,0.0353,0.944,0.00799,0.0894,0.236,99.1,234080.0,False
313,El Error (feat. Nena Daconte),5a0GkjqMFVcuglsubaAXWn,0.594,0.234,4.0,-13.403,1.0,0.0426,0.726,0.0,0.15,0.351,133.353,259000.0,False
314,Apple Pie,5FKNq0lLJnP3iZzBTD0PZj,0.518,0.208,10.0,-12.273,1.0,0.0363,0.855,5.15e-06,0.12,0.42,179.836,259167.0,False
315,Unwritten,3U5JVgI2x4rDyHGObzJfNf,0.706,0.8,5.0,-6.333,1.0,0.0399,0.00584,0.0,0.0822,0.629,100.011,259333.0,False
316,Lonely Boy,5G1sTBGbZT5o4PNRc75RKI,0.356,0.872,2.0,-7.837,1.0,0.068,0.00417,0.00975,0.0997,0.607,166.3,193653.0,False
317,Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,5.0,-7.596,1.0,0.0323,0.186,0.000263,0.217,0.405,85.03,272394.0,False
318,Little Black Submarines,1PXsUXSM3LF2XNSkmIldPb,0.365,0.466,2.0,-7.514,1.0,0.0418,0.161,6.68e-06,0.106,0.487,95.163,251267.0,False
319,Carreteras Infinitas,2Q6qD1YTFn7NHuy2WmMGPG,0.698,0.827,6.0,-4.755,1.0,0.0328,0.00724,0.0,0.0896,0.779,104.004,266623.0,False
320,Me Llamo Abba (with Kimberley Tell),04TXNerIjXWQdVXskVIxSr,0.549,0.907,10.0,-4.436,1.0,0.0366,0.0141,0.00477,0.102,0.772,139.942,192659.0,False
321,El Incendio,3k0vSSE3S2WsPj8VG41hJT,0.431,0.811,4.0,-5.998,0.0,0.041,0.000215,0.0,0.261,0.643,155.084,173267.0,False
322,Someone To You,14BH4qO7pgCmIe6mgLKOK3,0.468,0.936,2.0,-3.683,1.0,0.0455,0.00568,0.0,0.24,0.663,75.05,219800.0,False
323,Moon,1XpAZlfENlrHalIvuhAp9R,0.586,0.516,1.0,-8.806,0.0,0.0386,0.191,0.0,0.489,0.38,109.928,220918.0,False
324,Here We Go,5PnrNUATz6z9d2gN0PyGgL,0.545,0.721,0.0,-6.593,1.0,0.0277,0.0568,6.95e-05,0.116,0.353,144.969,190017.0,False
