track,id,playlist_id,playlist,top-track,duration_ms,mode,key,variable,value
Stolen Love,6ZW6Q3Fzt9fGzC4nbhA5pf,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,223160.0,1.0,1.0,instrumentalness,4.38e-06
Old Ties and Companions,53DVsTZvB16BDP30XmfSef,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,188947.0,1.0,7.0,instrumentalness,0.00293
Champagne,2RgQgGotMV7FJ0VGDCFHsv,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,205973.0,1.0,11.0,instrumentalness,7.17e-05
Give Myself to You,6SbMrnAWXq9A0BAdhdKdCp,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,219055.0,1.0,9.0,instrumentalness,7.72e-06
Wells,1WiVvolTPvAsVOd64HZi4X,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,223387.0,1.0,6.0,instrumentalness,0.0278
Our Kingdom,1hmNibuS4toaTijZjDEtNZ,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,186973.0,1.0,5.0,instrumentalness,0.00292
Long Time Ago,77UgjYhydyvgveLgOCRcRq,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,202387.0,1.0,10.0,instrumentalness,0.0749
California,2i1e4VbiH770F8dD3sG3jH,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,169158.0,1.0,7.0,instrumentalness,0.0
Dandelion,1ruHAFkWtW6sQ3sXVNvnC3,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,190654.0,1.0,6.0,instrumentalness,5.17e-05
Don't Let Me,5Vnny8AlKRnPZ3wQNouf2T,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,183851.0,1.0,2.0,instrumentalness,3.46e-05
My Mind,3kxGvXqQDSOTo2KC6bEHNF,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,202215.0,1.0,11.0,instrumentalness,0.231
On My Way,1shDLpsNopiFi72lzxr7mI,5U2MYFAcQ3yT7XbHYgGPmb,House,True,264787.0,1.0,0.0,instrumentalness,6.8e-05
Daylight,11TmWrHkxwtVcCtEdAXjJA,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,193533.0,0.0,2.0,instrumentalness,0.00784
Feeling You,7xghXOM3CaIK6wmR0xW1XS,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,201196.0,0.0,1.0,instrumentalness,0.164
The Garden,1QG2YVDWSAJXxTe0sLoAe2,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,184342.0,1.0,3.0,instrumentalness,2.68e-05
Henry & Pearl,72mgEDDNhgFunOAz2PGgKX,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,127200.0,1.0,11.0,instrumentalness,7.56e-05
Acoustic,1kJygfS4eoVziBBI93MSYp,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,172203.0,1.0,9.0,instrumentalness,3.92e-05
What I Do,4mTGhomXLeE4efEb58w2RY,3FInOSJaKv5QzLQrd3lCgA,JP,False,215517.0,0.0,5.0,instrumentalness,0.000648
Lie with Me - EP Version,34bGkKfN3W2z2EdA4PjLFH,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,189067.0,1.0,1.0,instrumentalness,2.44e-05
I Loved You Then (And I Love You Still),5dWTDZf56Aw4e0JGhRWma8,3FInOSJaKv5QzLQrd3lCgA,JP,False,158000.0,1.0,11.0,instrumentalness,0.000142
With Me All Along,407tDPFK5oB7hxSDl5Tg4O,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,226711.0,1.0,5.0,instrumentalness,0.105
Ol' Sweet Day,3wXHHCV4A7KsoTlHZWVZPd,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,178053.0,1.0,3.0,instrumentalness,4.85e-05
Jenny Jenkins,7I0Ep2xYqltHpke3Kg0WPT,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,199387.0,1.0,8.0,instrumentalness,0.0
Call Me Home,3muMlQEQ4NyqABXTMMR6h0,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,202000.0,1.0,9.0,instrumentalness,0.0
Atlas Hands,1cM3Yg2598GAgtV8uu2hBZ,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,173091.0,1.0,6.0,instrumentalness,0.00217
Grenadine,3Y2MtObLigh1plXwhau6Qi,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,207706.0,1.0,5.0,instrumentalness,0.000225
In Your Hands - Single Version,7tJHvRoGvkckZkZk5ORUot,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,230164.0,1.0,3.0,instrumentalness,0.00999
In Your Heart,7HTudFHDuPpVxHyssmZhUr,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,165053.0,1.0,3.0,instrumentalness,0.0
Resin,6AmrRS8slCMxGUZePjV6dH,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,203940.0,0.0,1.0,instrumentalness,0.181
"Portland, Maine",12niARgkwxGsklcEwh6GlG,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,203870.0,1.0,4.0,instrumentalness,0.306
Out of the Water,0bTXasxtrwOAMa1L6DDNaX,3FInOSJaKv5QzLQrd3lCgA,JP,False,146900.0,1.0,0.0,instrumentalness,0.0
Undone,5iMl1CDPOjElGiCgerN7kN,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,217858.0,1.0,8.0,instrumentalness,0.000618
Palace,1phRuf0KNLOFGzDVE2UYIv,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,188424.0,1.0,4.0,instrumentalness,0.0043
Long Blue Light,3gaH1EhTC53WZeFRj3hGtp,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,200173.0,1.0,9.0,instrumentalness,0.106
I'll Remember,0B5tgKA09OQ5F1MXSOCdsz,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,222902.0,1.0,4.0,instrumentalness,0.0
Waves,5luLMIQajTbWm2Zz4EsO9D,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,136379.0,1.0,10.0,instrumentalness,0.0
You Might Think,3b82D7B1lfim0Bc4XVF7Ip,3FInOSJaKv5QzLQrd3lCgA,JP,False,268230.0,1.0,3.0,instrumentalness,0.00116
Chasing Gold,7oFLqfJqcRDkrcgBOhBjCv,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,210597.0,1.0,10.0,instrumentalness,0.00419
In This Life,38wSbAmV7zNBhYqfzv1m9x,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,163893.0,1.0,9.0,instrumentalness,0.0
Liquid Love,20f37PJbRwppnrX861JwDF,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,191033.0,1.0,4.0,instrumentalness,0.000183
The Woods - Acoustic,7MIMNleq34UeRnlLRdPpGY,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,239960.0,1.0,9.0,instrumentalness,0.000331
The Mute,3ZSU40Dx9UN1Lq1gFbjqQM,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,236267.0,1.0,1.0,instrumentalness,0.103
Silver & Gold,59A9K2G7qofpffWeT9p1hA,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,180000.0,1.0,0.0,instrumentalness,0.0
It Must Be Luck,5hySKQQSkjRuhkLDBZ5hFd,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,223865.0,1.0,3.0,instrumentalness,3.13e-05
Tracks,1M5orJeTHTDEo7akPf3XKg,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,168794.0,1.0,5.0,instrumentalness,0.227
Illinois,77DK66if9xANiFcqTWiPkZ,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,143200.0,0.0,8.0,instrumentalness,0.00252
Muñequita de Cristal,2bsJ6oij5bheOFx9RyuFKY,0p8pKNSfrcQ2KlcGucdMqV,para cantar,True,192650.0,1.0,7.0,instrumentalness,0.0
Nudes,6jFDh9oyYVbHzQxtjzmYZY,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,196976.0,1.0,9.0,instrumentalness,0.0
Valientes de Sofá,7jfMSrCnMhdwqpFEV3woIu,3FInOSJaKv5QzLQrd3lCgA,JP,False,209555.0,1.0,6.0,instrumentalness,6.42e-06
Esquinas de Madrid,45qw140Yo81dJkqv4pgvla,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,216462.0,1.0,7.0,instrumentalness,0.0
Flor de Primavera,2xEiwSjfMz3onyI2qIO3iB,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,208725.0,1.0,11.0,instrumentalness,0.0
Volveré a Empezar,2KDNePHNaahkf8okcATp51,3FInOSJaKv5QzLQrd3lCgA,JP,True,148000.0,1.0,5.0,instrumentalness,0.0
Qué Bien,3iaj0MtII6VPVhwQa4eeX3,3FInOSJaKv5QzLQrd3lCgA,JP,True,273893.0,1.0,10.0,instrumentalness,1.51e-06
El Fin del Mundo,5SeYlZyKVENMOxiSPQkKyw,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,188094.0,1.0,4.0,instrumentalness,0.0
La Madre de Jose,3l8Ennt1PqShViwh0tkWuc,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,191347.0,1.0,1.0,instrumentalness,0.0
Princesas,3hlWUNjAlbZ6nOjAbrivBv,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,217000.0,1.0,7.0,instrumentalness,0.0
"Marta, Sebas, Guille y los demás",30ddpolNHwXlrS5XO8MiiO,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,223187.0,1.0,2.0,instrumentalness,0.0
Cómo Te Atreves,7M6CFruBrM5x7u0lTMtm6r,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,240560.0,1.0,4.0,instrumentalness,0.0
Paseo,6pWeJvzpQR1ihiUSJklOzD,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,216440.0,1.0,0.0,instrumentalness,0.0
Caminando por la vida,3v1dCP3hk2djfWryqfp7sx,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,211680.0,1.0,5.0,instrumentalness,7.16e-06
Sirenas,4unOsvr9C2NqI9aJXrxpCy,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,184250.0,1.0,5.0,instrumentalness,0.0
Amos del Piano Bar,1iaEMe2DMl2IrSYtPa1Dht,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,172035.0,1.0,0.0,instrumentalness,0.0
El Rey del Contrabando,1hUVzcXPRKihxxDlLe4gW4,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,160798.0,1.0,9.0,instrumentalness,0.0
Maldita Costumbre,5cWIowEZxB2FkZ1Hzqpwjl,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,165787.0,0.0,11.0,instrumentalness,0.0
Sixtinain,4LapKFie8D1oWuowtLLXUu,3FInOSJaKv5QzLQrd3lCgA,JP,True,202365.0,0.0,9.0,instrumentalness,0.0
Mi lugar,4sE9RVyVKXCN8axRureOq4,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,218361.0,1.0,7.0,instrumentalness,0.0
Indios y Vaqueros,3u5GmyJP2MU3tEJgyiAG2T,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,184001.0,1.0,8.0,instrumentalness,0.0
Cien gaviotas,020Gj87SqDRvzGHELzcCEc,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,169773.0,1.0,9.0,instrumentalness,4.38e-05
La Rumba del Tartamudo,5wo7dZljQgIJLY26vKKNQI,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,191730.0,1.0,4.0,instrumentalness,1.6e-05
Aquellos Años Locos (Bonus Track),2zQPi1daDcELSMkpDGwHsn,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,141360.0,1.0,3.0,instrumentalness,0.0
Volver a Disfrutar,3PuXuPcU0W4iHnd3C78FIr,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,191347.0,1.0,1.0,instrumentalness,0.0
Popera,6taZHPxPwrcmqQjYnqtaft,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,265644.0,1.0,0.0,instrumentalness,2.62e-06
Nada Fue Un Error,5QhOF5HXgZ0OFUZSE5kEv1,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,208200.0,1.0,9.0,instrumentalness,0.0
Sé lo que hicisteis - 2006 Remastered Version,15BdyloOmohWRWcnO4QILo,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,228547.0,1.0,4.0,instrumentalness,0.0
Donde Me Lleven Mis Alas,3oE5p8VSiJRrVce8dUlEcC,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,189839.0,1.0,9.0,instrumentalness,0.00596
Hablando en plata - 2003 Remastered Version,7gHXpZ9RfD5ym9GZWlo35F,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,185067.0,1.0,7.0,instrumentalness,0.0
Asturias - 2006 Remastered Version,49NjyMF2NnxNktEmi2Xge3,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,248320.0,1.0,4.0,instrumentalness,0.000661
Cálmalo,0DjXsFNuQBH3rVPSYSQ81c,3FInOSJaKv5QzLQrd3lCgA,JP,False,203549.0,0.0,3.0,instrumentalness,0.0
Todo Me Da Igual,4BBC0JXqqZbQH5rQwjiUkp,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,205027.0,1.0,6.0,instrumentalness,0.0
Sube a mi cohete,13pDWLl5cW56bzuJ6iEBta,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,194147.0,1.0,8.0,instrumentalness,0.0
Estoy enfermo (con Melendi),3H4gp39BIC4t3guLhjJBZr,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,154227.0,1.0,11.0,instrumentalness,0.0
Equilibrista,4UV5daGmBU5KjWOn40y0kD,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,230586.0,0.0,1.0,instrumentalness,0.0
La Hipoteca,2S8O4CEK1YZIf4e8dla0QM,3FInOSJaKv5QzLQrd3lCgA,JP,False,218221.0,1.0,10.0,instrumentalness,0.0
Feo Fuerte y Formal,24w139jhWNnuQjnlhlzLvi,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,242267.0,0.0,5.0,instrumentalness,0.0
Zapatillas,42VgiRyg0YjtRVLiPFNxPJ,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,172640.0,0.0,8.0,instrumentalness,0.0
Desaparece,11c4nID11cj01SsG86RpNR,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,170133.0,0.0,8.0,instrumentalness,9.74e-06
Moguín,1BnIr9vXs7ftYBZcloaItN,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,198395.0,1.0,0.0,instrumentalness,0.0
Vive,5ZkGqwsCIujcrccIU3K0ol,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,170789.0,1.0,9.0,instrumentalness,0.0
Casa Puebla,65Rn5sqpEBVnT6ms0rnEAY,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,236484.0,1.0,2.0,instrumentalness,0.0
Los Tontos,4DoEHKWh8k6vYDleECQkJx,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,192787.0,0.0,9.0,instrumentalness,2.08e-06
Gitana,7JHsmp8rSkIHI6uFFQiukR,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,191518.0,0.0,1.0,instrumentalness,0.000124
Es Por Ti,1rR8q4vfEyvMJDSv0dJDfr,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,157644.0,1.0,1.0,instrumentalness,0.0
Estoy aquí,2VQ36fHtQwEjId0Z4K8ovU,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,216546.0,1.0,0.0,instrumentalness,0.0
Besos,7MKO7rUZzjw8p87zdZDgqa,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,145827.0,1.0,10.0,instrumentalness,4.42e-06
PRMVR,78CVgSm8s9pfpwCqvqzEYB,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,183013.0,1.0,10.0,instrumentalness,2.88e-06
Eco,5hsul6oJHjJ7wbV9lky88A,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,237960.0,1.0,0.0,instrumentalness,0.0
Recuerdos,4Ep0uJDe3ZkA7IH17LBfvz,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,166060.0,1.0,4.0,instrumentalness,1.08e-06
Juramento eterno de sal,0tu5F0rmLZYIdUMEvfRXAo,0p8pKNSfrcQ2KlcGucdMqV,para cantar,False,205547.0,1.0,2.0,instrumentalness,1.91e-06
Need You Around,0Gjenteadu0CYeJSKKCLuj,00X3SYeYrgAdtgrKt8QzsJ,Chill-up,False,148000.0,0.0,4.0,instrumentalness,0.0
Last Time,2k5Jjbe8tOfDAzIKPBne22,00X3SYeYrgAdtgrKt8QzsJ,Chill-up,False,179274.0,1.0,5.0,instrumentalness,7.53e-05
Young Souls,7p2RlyF403KmPmZm2TxKl3,00X3SYeYrgAdtgrKt8QzsJ,Chill-up,False,219373.0,0.0,8.0,instrumentalness,0.0
Parrot Cay,24CU3VcY0KpF4frH20OY4x,00X3SYeYrgAdtgrKt8QzsJ,Chill-up,False,160343.0,1.0,2.0,instrumentalness,0.739
Waikiki - Original Mix,1rDOlWSjn7HnwjEqowZoBj,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,377519.0,0.0,8.0,instrumentalness,0.906
Dance with Me,06mFFhdNhfblY7tHLXFk5T,00X3SYeYrgAdtgrKt8QzsJ,Chill-up,False,149797.0,1.0,8.0,instrumentalness,0.0162
Runaway - Y.V.E. 48 Remix,0mZrVEhEdgSRpW3yWv5Qar,00X3SYeYrgAdtgrKt8QzsJ,Chill-up,False,210280.0,1.0,5.0,instrumentalness,0.0
Klanga - De Hofnar Remix,0i3utbege8Iy3q7Hy86QCF,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,264293.0,1.0,6.0,instrumentalness,0.716
Lost,3GZD6HmiNUhxXYf8Gch723,2AjwEGmjc0VEaf25Dbjb1M,Life Is Wonderful,False,234093.0,1.0,8.0,instrumentalness,0.000503
Walk Away (feat. Jimmy Magardeau),5mp62FN0bi0aiuFMSS7pvw,5U2MYFAcQ3yT7XbHYgGPmb,House,False,224516.0,1.0,11.0,instrumentalness,0.0167
Beside Me,0tXgWRU8IFUs3z4AZxUA8G,00X3SYeYrgAdtgrKt8QzsJ,Chill-up,False,223548.0,1.0,2.0,instrumentalness,0.0304
SUMMERTIME,10Zqii97t3C3n01w93gqAE,00X3SYeYrgAdtgrKt8QzsJ,Chill-up,False,176667.0,1.0,10.0,instrumentalness,0.931
Can't You See My Heart,2360PgqadvAXrboT25OOZo,00X3SYeYrgAdtgrKt8QzsJ,Chill-up,False,172000.0,1.0,6.0,instrumentalness,1.18e-05
Good Times,5A9G7jUq3rPy6uOBk52wGw,00X3SYeYrgAdtgrKt8QzsJ,Chill-up,False,182000.0,1.0,1.0,instrumentalness,0.938
Shots - Broiler Remix,0z8yrlXSjnI29Rv30RssNI,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,190999.0,0.0,11.0,instrumentalness,0.0716
As Far as Feelings Go,2kJIiIqbzYVtv2iTpbQts9,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,209840.0,0.0,0.0,instrumentalness,0.0
Alane,2u6Jm2klS4yvAlbSHlxUwI,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,175016.0,1.0,3.0,instrumentalness,9.43e-06
Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,00X3SYeYrgAdtgrKt8QzsJ,Chill-up,False,171375.0,0.0,0.0,instrumentalness,0.0
Stronger (feat. Kesha),4NctFqJyGAqurHFEUQvWgR,00X3SYeYrgAdtgrKt8QzsJ,Chill-up,False,173714.0,1.0,1.0,instrumentalness,0.0
Love You Better,4UuGBDjt8gLXsANZqZxMBz,00X3SYeYrgAdtgrKt8QzsJ,Chill-up,False,170893.0,1.0,11.0,instrumentalness,0.0013
Your Love (feat. Néha & Bertrand Lacoste),3mG0g9suL6I9EDE6wBmptO,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,242077.0,1.0,6.0,instrumentalness,0.029
Pumped Up Kicks,3Dzso9Q2WwupEclqgxBZht,00X3SYeYrgAdtgrKt8QzsJ,Chill-up,False,145161.0,1.0,0.0,instrumentalness,1.6e-05
Can't Believe - Original Mix,4OJPEwttOIQSt9rkGN5De8,00X3SYeYrgAdtgrKt8QzsJ,Chill-up,False,232000.0,1.0,0.0,instrumentalness,0.0955
You’re The Best Thing About Me - U2 Vs. Kygo,4QWSk7Ynu34r3EOHSwp9nI,00X3SYeYrgAdtgrKt8QzsJ,Chill-up,False,256493.0,1.0,2.0,instrumentalness,0.0
Lovers For The Weekend,7FvfODgUxsxQNDaYDEboIL,00X3SYeYrgAdtgrKt8QzsJ,Chill-up,False,170947.0,1.0,3.0,instrumentalness,8.99e-06
Nalu,2oUSxhTzXlYyM7D31ohQok,00X3SYeYrgAdtgrKt8QzsJ,Chill-up,False,149000.0,0.0,7.0,instrumentalness,0.0365
"Let It Go - From ""Frozen""/Soundtrack Version",0qcr5FMsEO85NAQjrlDRKo,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,223840.0,1.0,8.0,instrumentalness,0.0
Voy A Ser el Rey León,51bdrC1ACj0hybcZoKzIqy,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,170480.0,1.0,6.0,instrumentalness,6.31e-05
How Far I'll Go,3KzemxaWSSiYtnzOokd0Rs,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,163386.0,1.0,4.0,instrumentalness,0.0
Canción de Meg,5r0oYCYfBWykOVVtwXBKvz,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,140027.0,1.0,0.0,instrumentalness,0.0
Ese Es Mi Destino (Repetición),6B7Zmu4yNafWMtmSSJ7wUq,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,57107.0,1.0,0.0,instrumentalness,1.48e-05
De cero a héroe,1kIKCaRH85flXDJUKoxlUJ,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,140360.0,1.0,0.0,instrumentalness,0.0
Voy a Hacer Todo un Hombre de Tí,30emkg41FAEvRBuRj0quCy,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,202520.0,1.0,2.0,instrumentalness,1.45e-06
Mi Dulce y Linda Flor,7LKDqfSsCpzyDC6hGvoHUR,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,146800.0,1.0,4.0,instrumentalness,0.0
We Know The Way,5ndV6rlU0LqeJT7PWEYAV1,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,141415.0,1.0,9.0,instrumentalness,0.0
Busca Lo M s Vital,2Yy18WPd9Ho4RTJHE64boS,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,282707.0,1.0,7.0,instrumentalness,0.0
Mi sueño es,5wTGlfbkoeepUACw2ZLx2l,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,191400.0,1.0,4.0,instrumentalness,0.0
Un Poco Loco,5x8j7lCP8TQVvNRpoFdd9V,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,112200.0,1.0,7.0,instrumentalness,4.05e-05
Recuérdame (Arrullo),1yrHMVabmdP4nNpKHZywxO,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,69813.0,0.0,4.0,instrumentalness,8.16e-06
La Llorona,0jtIjllBtx5cnaY4iVFZm2,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,165533.0,0.0,4.0,instrumentalness,0.0
I Will Wait,5PRRthP9SLfbXB359MfIWv,3FInOSJaKv5QzLQrd3lCgA,JP,False,276720.0,1.0,1.0,instrumentalness,0.00832
No Matter Where You Are,50PAd8N8FuYN6XQCHBDM4A,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,97960.0,1.0,4.0,instrumentalness,4.78e-06
Un Mundo Ideal,0ponZFZOMfmjBVGMjKXnnS,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,161093.0,1.0,0.0,instrumentalness,0.0
Dos Mundos,4ytKq6A16pvpQG45qSxoIZ,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,200787.0,1.0,8.0,instrumentalness,0.00913
"You'll Be In My Heart - From ""Tarzan""/Soundtrack Version",6kvnSiMBa65Nz29g2TYmyW,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,258400.0,1.0,8.0,instrumentalness,3.19e-06
"Strangers Like Me - From ""Tarzan""/Soundtrack Version",3mmi9qWiD7wt9yIq8fmw1Q,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,180587.0,1.0,8.0,instrumentalness,0.00109
En Marcha Estoy,5dfp6KnLLkktpAYg1nFlEm,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,221227.0,1.0,7.0,instrumentalness,1.13e-05
Dos Oruguitas,0HFxZvViHzxYpavybvKVq9,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,214613.0,1.0,0.0,instrumentalness,0.0
What Else Can I Do?,3XoYqtiWHhsk59frZupImG,0r1GPf5MZhwNk1PDBzTuXM,Disney,True,179427.0,1.0,4.0,instrumentalness,0.0
You're Welcome,1gAqEg0gMyxJrM4DOOaYEA,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,163894.0,1.0,5.0,instrumentalness,0.0
Son of Man,1LhFadk0aWYczltTjIbFlI,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,163533.0,1.0,9.0,instrumentalness,0.00035
We Don't Talk About Bruno,52xJxFP6TqMuO4Yt0eOkMz,0r1GPf5MZhwNk1PDBzTuXM,Disney,False,216120.0,0.0,0.0,instrumentalness,0.0
Life Is Wonderful,4MW6iAySicumcMCbScZPCG,2AjwEGmjc0VEaf25Dbjb1M,Life Is Wonderful,False,260467.0,0.0,8.0,instrumentalness,0.0
Please Don't Tell Her,3ufmwOhsjryZnCIAc0ZEjC,2AjwEGmjc0VEaf25Dbjb1M,Life Is Wonderful,False,277853.0,1.0,4.0,instrumentalness,0.0
Leave The Door Open,7MAibcTli4IisCtbHKrGMh,2AjwEGmjc0VEaf25Dbjb1M,Life Is Wonderful,False,242096.0,1.0,5.0,instrumentalness,0.0
Grenade,4lLtanYk6tkMvooU0tWzG8,2AjwEGmjc0VEaf25Dbjb1M,Life Is Wonderful,False,222091.0,0.0,2.0,instrumentalness,0.0
Little Things,7kSLdGdXLey7pzLsWpdg1h,2AjwEGmjc0VEaf25Dbjb1M,Life Is Wonderful,False,219640.0,1.0,7.0,instrumentalness,0.0
When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,2AjwEGmjc0VEaf25Dbjb1M,Life Is Wonderful,False,213827.0,1.0,0.0,instrumentalness,0.0
Falling,6Feh8q8vWGfJhc9xPKUIP2,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,200060.0,1.0,2.0,instrumentalness,1.84e-05
Two Ghosts,4B1rpPmQXwj78wk6aIGwwU,2AjwEGmjc0VEaf25Dbjb1M,Life Is Wonderful,False,229813.0,0.0,6.0,instrumentalness,1.86e-06
Only Angel,5Lbsc65org0b85kNsPkluY,2AjwEGmjc0VEaf25Dbjb1M,Life Is Wonderful,False,291080.0,1.0,5.0,instrumentalness,0.0
Woman,33bURv895AN4FkBvgFo2dx,2AjwEGmjc0VEaf25Dbjb1M,Life Is Wonderful,False,278800.0,0.0,3.0,instrumentalness,0.0038
Ever Since New York,5LABCxgmP7DATATIJXOh6n,2AjwEGmjc0VEaf25Dbjb1M,Life Is Wonderful,False,253387.0,1.0,10.0,instrumentalness,3.13e-06
