track,id,playlist_id,playlist,top-track,duration_ms,mode,key,variable,value
Growing Up,0VaOlp5rnOdvU664eQXq5d,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,243960.0,1.0,3.0,danceability,0.64
3 Rounds and a Sound,6AYFKOPbmd12rUP5DalRwB,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,266960.0,1.0,1.0,danceability,0.381
The Worth Of The Wait,4ngv7whSPSAwD8ZP3zMHsd,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,171800.0,1.0,2.0,danceability,0.48
The Original,2amZYLlA7PTIaGBw6UTb8r,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,176080.0,1.0,2.0,danceability,0.581
Paper Aeroplane,5E3jbxmonQ370P93Qdfy5Y,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,225280.0,1.0,11.0,danceability,0.805
Only Lonely,2BzYOfztRMaIVKTfYOGQgR,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,217557.0,1.0,7.0,danceability,0.412
Tomorrow,3Uh6AwVRMECL8VmMmlO4YI,7ztPGEDSTKz4afyj7IPgBv,Acoustic Pop Hits,False,184842.0,1.0,7.0,danceability,0.484
House Of My Soul (You Light The Rooms),7Jd362EXGUF2c2Zk2abVdq,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,173280.0,1.0,10.0,danceability,0.548
Keep On,4Bekc318sVRVNqy2HoXON7,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,275396.0,1.0,2.0,danceability,0.526
Whole Wide World,3e5eR2DBoHD2qR4HN3YmTv,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,155240.0,1.0,5.0,danceability,0.729
Ghosts,0up48KQvGzMCrgqrfT07i2,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,179960.0,1.0,9.0,danceability,0.463
More Than I,4vNAb0jT8gpEXrf39HSTOz,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,270573.0,1.0,2.0,danceability,0.248
Northern Lights,3o2tw8emnaXFAIKBYdKW5T,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,174000.0,1.0,5.0,danceability,0.69
By My Side,50AtbZbvd3OXD2NDqy4G29,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,155217.0,0.0,1.0,danceability,0.559
Gone ( The Pocahontas Song),0wvCSSMj3gkLeJPl8E2FrK,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,218500.0,0.0,1.0,danceability,0.687
As Luck Would Have It,1XHGkqgymzwzFWFWKqi6O8,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,124599.0,0.0,0.0,danceability,0.497
Woodland,431qZaQAJuIolwBrlDa6Yg,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,231587.0,1.0,0.0,danceability,0.435
Untamed,2qVGmHSlfAhGZJifXVNwUI,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,238213.0,1.0,4.0,danceability,0.397
Misty,0jX7GLf5pVGZpchy64sluA,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,224446.0,1.0,10.0,danceability,0.597
Featherstone,45p0MAVey0dnjZXo8kMUzh,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,229627.0,1.0,8.0,danceability,0.803
Umpqua Rushing,5KDYoDGFVjJ0QBOgZm87Wm,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,254747.0,1.0,0.0,danceability,0.472
Townes,1fHXIgOL2pO9RmbCvubju7,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,254211.0,1.0,9.0,danceability,0.548
Home,12yzF0AXFLeeRYYGuyCUm1,7ozIozDp260fjNOZy1yzRG,Chillout 2023,False,122400.0,1.0,1.0,danceability,0.49
Down to the Sea,5zDKhDqRbiCPAPbh2M2Ave,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,247000.0,1.0,6.0,danceability,0.343
Fever To The Form,1QJnDJuYOGj05iSc4eWGr5,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,252960.0,0.0,0.0,danceability,0.358
Simple Things,0XAtJS1qj32yMeoDfia3Nt,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,265154.0,1.0,1.0,danceability,0.474
Old Pine,3CAX47TnPqTujLIQTw8nwI,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,328507.0,1.0,5.0,danceability,0.401
The Girl I Haven't Met,6EaTwxekBZbk9SuKmmqQzm,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,179373.0,1.0,3.0,danceability,0.636
Bloom - Bonus Track,1HMQmOWrkieKYWlFsjUP3D,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,210080.0,1.0,1.0,danceability,0.591
Red River Valley,6NSpccyjAT80BesuPjdLn1,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,131613.0,1.0,3.0,danceability,0.563
First Day Of My Life,5OiaAaIMYlCZONyDBxqk4G,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,188800.0,1.0,4.0,danceability,0.602
Lights Off,5WbbSGSA8qb601YH4SqLA6,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,232400.0,1.0,7.0,danceability,0.611
Arms,77pUuO8xtAzaG6TaDcbAxK,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,172053.0,0.0,1.0,danceability,0.506
Tears Don't Fall,02p7KhGzlicIY8rvRVVION,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,192168.0,1.0,7.0,danceability,0.666
Iron in the Fire,4HMEqwIQ39BhjGHxWhDjJw,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,221573.0,1.0,9.0,danceability,0.62
I Sing I Swim,5397UpyFdp4FSPE8xAZHHx,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,219853.0,1.0,0.0,danceability,0.601
Tiger Striped Sky,4C2aiAVTTVyZbCQZst5Xu1,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,241720.0,1.0,2.0,danceability,0.473
Wildfire,7eMuquGvl8dWNWwISPOmQd,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,329893.0,1.0,4.0,danceability,0.648
Down in the Valley,5Gtn8HgCAo0TUiaKKgP6us,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,303653.0,1.0,0.0,danceability,0.418
Where I Want To Go - Single Version,5yNPZgat8PQNNn02W9Zuzv,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,200259.0,0.0,9.0,danceability,0.399
Coastline,4MFJja8C5DQGWstBew2BUC,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,182521.0,1.0,2.0,danceability,0.686
Spring To Come,3NDzZy7i8lpf43Niy8pwtB,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,253400.0,1.0,7.0,danceability,0.632
Cavalry,26JL2BIDHH0Sy5VAOBYRWW,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,196493.0,1.0,2.0,danceability,0.48
Blue Ridge Mountains,6T8qnBbc2rxlWLiweD1e5M,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,265773.0,0.0,8.0,danceability,0.524
Morning Rain,5VWwTfiRLn0L29cs9MNque,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,234160.0,1.0,2.0,danceability,0.519
Spirit Cold,1vG6jMgSoqT3zG9tuDrL2E,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,222293.0,1.0,11.0,danceability,0.411
Stolen from Them,5UJMcrznVASaSa5uELxU88,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,199213.0,1.0,1.0,danceability,0.483
Mexico,6x7oPOBrfsqx9WbON5X1go,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,246414.0,1.0,5.0,danceability,0.558
Slacks,01qIefOW1UdSDS1mHoSZ3x,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,206635.0,1.0,11.0,danceability,0.751
Burning Ground,0IbrXdAcOPb7BCQqK9NqBh,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,235302.0,1.0,7.0,danceability,0.541
The Night We Met,0QZ5yyl6B6utIWkxeBDxQN,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,208212.0,1.0,2.0,danceability,0.545
Ocean Stone,7q0Wc4fuSeNNHWCmoRg90M,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,182360.0,1.0,2.0,danceability,0.447
The Woods,08bo51XXjxoJRv3O9tuUaj,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,241547.0,1.0,9.0,danceability,0.802
Bees,3Iju4sprTb8as0be1A41q6,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,190120.0,1.0,0.0,danceability,0.516
Waiting Here,17v2VWT9tQIkF3sFqRvtNL,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,234240.0,1.0,4.0,danceability,0.656
Settled Down,3RTHR8VIPTU7s8GWRWy7Dp,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,183733.0,1.0,5.0,danceability,0.599
My Favourite Story,0wAyCcyHN7TmVe9EACLpCc,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,222540.0,1.0,4.0,danceability,0.643
That Moon Song,3lw0CSMQ88LcN0ZMP6DlWi,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,214227.0,1.0,2.0,danceability,0.255
Call It Dreaming,1MxHIIzcTeFnaNsDGY3pfj,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,231755.0,1.0,5.0,danceability,0.512
The Flood,2YdU9FRM7fYiZ9B2KOUIpl,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,261640.0,1.0,6.0,danceability,0.577
Fare Thee Well (Dink's Song),0YOOXnCJihgyluizqhAcrz,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,180400.0,1.0,2.0,danceability,0.495
Let It Breathe,52uKQxYJKHpYz0DEwKLltI,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,159646.0,1.0,11.0,danceability,0.5
Wandering Child,0BIubA1OOVNkFtkZXBe3gP,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,184550.0,1.0,2.0,danceability,0.671
Simple Song,70HWRkitkAKfos500LBk0T,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,228480.0,1.0,5.0,danceability,0.631
Crater Lake,1lat1ihaU57L6V7s15SQXz,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,114120.0,1.0,10.0,danceability,0.475
Amsterdam,7iQmjnDXYngWGsbjVnDc1U,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,198640.0,1.0,3.0,danceability,0.553
On Trees And Birds And Fire,3YnzkpXK1J9fnnoJRG8FUB,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,176800.0,1.0,10.0,danceability,0.589
Up to Me,7HQTrJe9q9yxirrbdNAMcM,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,193533.0,1.0,4.0,danceability,0.64
I Am Not in Love Anymore,1IcwyDAAdo5mYIC5ujB9sz,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,278958.0,0.0,4.0,danceability,0.541
Waiting Around - Acoustic,6sFLeTTehG9M2nmZ3jKJ1p,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,152960.0,1.0,0.0,danceability,0.484
Back to Autumn,3TdZbELsPLWYZAArGSfwyQ,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,199653.0,1.0,8.0,danceability,0.478
Paint,6uHvbKL0Yi37AuvNRmUfMw,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,191773.0,1.0,4.0,danceability,0.364
Horse to Water,0szmjOw9XbtbQYWz0GvXSp,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,244960.0,0.0,6.0,danceability,0.519
Carry You,0u4rkpmNtgcFxYHepnVF4v,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,273107.0,1.0,7.0,danceability,0.334
Barcelona,58Qol5xzalwqF912GE9vQv,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,188960.0,1.0,5.0,danceability,0.629
Runaway,541OLGN9Qfp5lizRnGk8fG,5U2MYFAcQ3yT7XbHYgGPmb,House,False,187124.0,1.0,0.0,danceability,0.714
Angela (Single Version),5kGBSOrKYmhRfdPBw4xD8D,3FInOSJaKv5QzLQrd3lCgA,JP,False,178840.0,1.0,4.0,danceability,0.652
Colder Heavens,6JOmZY3BQcnM6A5DIxn5xB,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,273893.0,0.0,5.0,danceability,0.383
Where's My Love - Acoustic,6lvGthAouA0KfQ29tz4XAt,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,239880.0,1.0,3.0,danceability,0.554
El Buho,3E2dyGd4VQaY6uWHyQ9ok7,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,231707.0,0.0,3.0,danceability,0.553
Vagabond,2R3I5DiDf8bLz2QjrPmUpk,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,129464.0,1.0,4.0,danceability,0.571
Making All Things New,0g3Vm5xbQsDslbTeN9SwEb,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,159600.0,1.0,0.0,danceability,0.787
The Moons Detriment,6dRKRVyjzxa2efBCXZez6R,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,155000.0,1.0,11.0,danceability,0.519
Nimbin,6wHgmOZfLWmn685tDFXsX7,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,283653.0,1.0,4.0,danceability,0.357
You Sigh,7hMKqhlMqxF7ULZiUMN5AH,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,178827.0,1.0,6.0,danceability,0.629
Distant Sures,6uBexmz61ckt5XQRqTgF3M,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,191267.0,1.0,10.0,danceability,0.604
Love Brought Weight,66deoxrDAEK7Qg1p0Vioxe,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,185747.0,1.0,7.0,danceability,0.366
New Wall,5oF2zpG0BoSdqVkN7bwyWs,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,158427.0,1.0,8.0,danceability,0.56
Minimum,4FwaJmXeZxr1096KItcUQq,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,194907.0,0.0,0.0,danceability,0.492
The Stable Song,3G9ETaH55bMQx8hwNhAgbU,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,360933.0,1.0,2.0,danceability,0.626
Whisper In Her Ear,5YuHMfznSrE6qsKGQzcAnO,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,244520.0,1.0,5.0,danceability,0.586
All Is Well,700xxgbIpH0YNMideY7sWR,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,256680.0,1.0,11.0,danceability,0.316
House of Stone,1Cy1mZ5KVGh4lU5gyBEmpq,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,196813.0,1.0,2.0,danceability,0.413
Digging Shelters,2Z9l8Des6klAaz83wTKXnP,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,220867.0,1.0,4.0,danceability,0.513
Skinny Love,1NyFRrFiJAJIaR6icj1goI,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,238533.0,0.0,4.0,danceability,0.592
Holocene,6DESft0qm6RhoYf5wzeoGH,5hJEgBdGwr6dWyf4lieSV9,2022,False,336613.0,1.0,1.0,danceability,0.38
Chrysalis,6AKka4GmQYHOy624YSPCSh,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,224839.0,1.0,3.0,danceability,0.573
Big Black Car,3Kj2EWpIBnvETsYq4cq0IH,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,217467.0,1.0,3.0,danceability,0.6
Mango Tree,0VII3kl4B4IbJ5Hpk9KPwf,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,223467.0,1.0,7.0,danceability,0.619
Troubles Will Be Gone,7wH9OVoKhETiy1jFEzfFA8,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,181853.0,1.0,2.0,danceability,0.486
July,3vfG9ucWJPkQltYbkZVunx,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,194023.0,1.0,7.0,danceability,0.597
Jolene,2fSIF8CJhoc9CJhF9vJDXp,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,250867.0,1.0,7.0,danceability,0.588
Dreamer,4bqeBWlKwz8PoEjI4v7ggz,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,220564.0,0.0,2.0,danceability,0.678
Little River,5jDtpfcwpvaY8lU4ha7NKC,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,225920.0,1.0,10.0,danceability,0.477
The Guy That Says Goodbye To You Is Out Of His Mind,3KsWQeEN4RhdNyZidVYlck,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,196507.0,1.0,2.0,danceability,0.615
Quiet Town,5B6bSSnk7Wr4Fnb4ohNzry,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,151973.0,1.0,7.0,danceability,0.602
Dirty Old Town,567EmmCbOtpEuaVC2zznU6,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,246453.0,1.0,0.0,danceability,0.555
Forest Fires,6AQ3guMjWgetjRpQASwrE5,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,210925.0,0.0,7.0,danceability,0.623
In Your Arms,7fKF4HdftIEt3lLAy3rDG6,3FInOSJaKv5QzLQrd3lCgA,JP,False,215238.0,1.0,5.0,danceability,0.648
Bones,0HqZX76SFLDz2aW8aiqi7G,5hJEgBdGwr6dWyf4lieSV9,2022,False,165265.0,0.0,5.0,danceability,0.773
Gone Tomorrow,5CQHTuNbYlEA4fZdxQ4PMi,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,207520.0,1.0,9.0,danceability,0.585
Orange Sky,6yeh88TFXEyLvSk3BlfAI5,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,371147.0,1.0,7.0,danceability,0.643
All My Days,5NwpfDSHmNc7gu23GQK5DF,37i9dQZF1DWYGZAMYFDM8S,Acoustic Chill,False,297307.0,1.0,2.0,danceability,0.438
Helplessness Blues,1pbOvzdkL5iujppWgzBQdS,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,303387.0,1.0,8.0,danceability,0.324
Let's Be Still,5IJnj6Um7jVuRPT4WGj1z6,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,268347.0,1.0,9.0,danceability,0.636
Only Love,7DSBxP0sGTuEb249LMJSLY,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,172222.0,1.0,2.0,danceability,0.647
Shape of Love,3eeIdvZqXaffY0yVRgbGfQ,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,188453.0,0.0,1.0,danceability,0.625
Halogen Moon,15ceG2IWhnKsyLFEFlNabj,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,147467.0,1.0,1.0,danceability,0.427
Even the Darkness Has Arms,6W49z468BT75GsO2tCcBtq,37i9dQZF1E4vEir6itRijY,Sons Of The East Radio,False,230518.0,1.0,11.0,danceability,0.508
Silver Moon,61X18xzfxAYZGouAXm4ISi,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,291360.0,1.0,2.0,danceability,0.397
"Under Mountain, Under Ground",5XvS3t5O7c9X8cSoIIp3At,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,260067.0,1.0,2.0,danceability,0.513
Every Night,3ADf6eSlkURLABzIELamUh,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,198400.0,1.0,4.0,danceability,0.574
Cucurucu,34a7VkqKRQ4pA2598XizKN,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,267573.0,0.0,6.0,danceability,0.339
Blood Red Sentimental Blues,6m2OUSC736AxOVJ3W0FcEr,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,276333.0,1.0,10.0,danceability,0.566
New York,1DJFBjtxPwiTlHFpBnp7kp,37i9dQZF1DZ06evO2FusBW,This Is RIOPY,False,210760.0,1.0,4.0,danceability,0.21
Wolves,5IPIpXq8znsSOybCsbd88v,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,374640.0,1.0,1.0,danceability,0.331
Sunsetz,69UqtTHfUKAJweQwEStRzC,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,214680.0,0.0,9.0,danceability,0.412
"10,000 Weight in Gold",62xoeztSUzgIBTQgbRBBRR,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,252307.0,1.0,1.0,danceability,0.485
Open Road,1IycYHHYjKgxvB8AHCdu7O,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,258731.0,1.0,5.0,danceability,0.564
Virginia May,435XaJ1Mqo5Pd7AwRE7nrF,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,178347.0,1.0,0.0,danceability,0.542
Yours to Keep,0ljxKa4x3ahmDeQOrLCjJr,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,202427.0,1.0,1.0,danceability,0.536
Pulaski at Night,1AJ6dy0kvwMqGNPAT8XlJp,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,289093.0,1.0,7.0,danceability,0.446
Wild Country,0Hb2wHT0WevP1oSjp1Ubev,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,223584.0,1.0,9.0,danceability,0.554
All Shades of Blue,1xhgkhzFBEg7n1SrUgmSmU,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,213573.0,1.0,2.0,danceability,0.478
We Will Run,5q3lFZYp9HLaXATffQSgcj,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,255520.0,1.0,11.0,danceability,0.652
Leopold Street,54JRSJZ0HjBkAiNWRBvsvH,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,206880.0,1.0,2.0,danceability,0.54
Six Years,7DeJ8TdwgNpz6Un0SiskhX,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,282147.0,1.0,0.0,danceability,0.402
American Girl,35D0xUf06Tu3yr1sqr4Vsv,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,175500.0,1.0,0.0,danceability,0.636
Blackbird,6vQgl7ZkdIKGH8swFlVqIb,35oLMiAK4VM2T0ek3PTPIc,Chillin',False,179853.0,1.0,5.0,danceability,0.696
To Be Young,2sGMdSJKbxJFHVzI7F4zuR,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,268760.0,1.0,2.0,danceability,0.641
Elation,7I7LzsOIMxsFZ3B8nDDG7y,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,210573.0,1.0,8.0,danceability,0.563
Funtimes in Babylon,2OTovEYN1lx57YfLEe4ylM,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,219893.0,1.0,4.0,danceability,0.536
Which Side I'm On,6mpcjAOONOJTKHClEkbamp,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,249773.0,1.0,7.0,danceability,0.409
Don't Doubt,5GXaARRwGvgiY1mOugw6Y4,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,244787.0,1.0,0.0,danceability,0.633
Gold In The Air,4zWCsM4lzJp6ou1YYOCgZI,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,201089.0,1.0,2.0,danceability,0.379
Off The Main Drag,5buf0tUN7uBXaITiNkjqAb,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,224893.0,1.0,4.0,danceability,0.395
"Hamlet, Accidentally",4wxgdWt6RupjqgityEZ9vz,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,198707.0,1.0,6.0,danceability,0.57
Library Magic,4HjEsfSpWo8gvZMr9SA3a1,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,193787.0,1.0,4.0,danceability,0.425
The Better Life,77nCtnLOfyF5ImOztB8rBU,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,219141.0,1.0,8.0,danceability,0.59
Four Feet in the Forest,4jhBBFUEOTvtHzLRHxcsAw,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,214000.0,1.0,8.0,danceability,0.723
Iffy,26jTwp6phFiELR3454BUTk,3FInOSJaKv5QzLQrd3lCgA,JP,False,236348.0,1.0,10.0,danceability,0.425
Like The Dawn,3rhyMywAzKIALXc1uQYB1d,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,305000.0,0.0,5.0,danceability,0.571
Porcelain,3G0a4nFOnLKRJryigXN0Tc,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,261760.0,1.0,2.0,danceability,0.626
Dawning On Me,1widQ9TODdm2HQT95lgfQg,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,199773.0,1.0,7.0,danceability,0.482
Little Worlds,7btxoqf0r9yh9SYlxziLMq,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,210227.0,1.0,2.0,danceability,0.541
Ladyland,1fKUEaFNbpNeWtgIeGrLRh,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,104275.0,1.0,3.0,danceability,0.489
Saint Valentine,739oqfjALCWZgSNhyanIXC,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,203947.0,1.0,3.0,danceability,0.543
Suitcase Full of Sparks,6qfg00bGlM1dQJwq08lZGi,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,236653.0,1.0,0.0,danceability,0.521
The Farmer,09zy9G8XtZOS93sevCMAdx,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,246058.0,1.0,8.0,danceability,0.54
Gentle on My Mind,2nX2TPYt4QOuRdCfbPFq9o,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,352280.0,1.0,3.0,danceability,0.488
Outsider,6ZgjkGLDsbWUi71KKepV6d,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,284400.0,0.0,1.0,danceability,0.447
I Will Remain,1pRb7DlOyLPGcBJUJoAKOo,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,206547.0,1.0,8.0,danceability,0.744
Cardinal,54YE9pzrjZToZSneNAXV99,5tOffZXVBFTMS7mkKQ3tpX,Indie Folk Chill,False,209899.0,1.0,10.0,danceability,0.544
Come Away,1tpSOLApZSgDaFqYHIeQl9,3FInOSJaKv5QzLQrd3lCgA,JP,False,260693.0,1.0,0.0,danceability,0.673
