,track,id,playlist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,playlist,top-track
117,Halogen Moon,15ceG2IWhnKsyLFEFlNabj,5tOffZXVBFTMS7mkKQ3tpX,0.427,0.103,1.0,-15.805,1.0,0.0637,0.915,0.000125,0.113,0.338,169.147,147467.0,Indie Folk Chill,False
118,Even the Darkness Has Arms,6W49z468BT75GsO2tCcBtq,37i9dQZF1E4vEir6itRijY,0.508,0.652,11.0,-13.102,1.0,0.0429,0.813,0.148,0.29,0.746,101.313,230518.0,Sons Of The East Radio,False
119,Silver Moon,61X18xzfxAYZGouAXm4ISi,5tOffZXVBFTMS7mkKQ3tpX,0.397,0.269,2.0,-13.249,1.0,0.0366,0.89,0.34,0.111,0.0514,116.938,291360.0,Indie Folk Chill,False
120,"Under Mountain, Under Ground",5XvS3t5O7c9X8cSoIIp3At,5tOffZXVBFTMS7mkKQ3tpX,0.513,0.84,2.0,-6.07,1.0,0.0321,0.183,0.0546,0.106,0.269,95.048,260067.0,Indie Folk Chill,False
121,Every Night,3ADf6eSlkURLABzIELamUh,5tOffZXVBFTMS7mkKQ3tpX,0.574,0.551,4.0,-10.335,1.0,0.0287,0.765,0.0379,0.105,0.317,117.946,198400.0,Indie Folk Chill,False
122,Cucurucu,34a7VkqKRQ4pA2598XizKN,5tOffZXVBFTMS7mkKQ3tpX,0.339,0.616,6.0,-7.888,0.0,0.0761,0.177,4.49e-05,0.0825,0.445,97.021,267573.0,Indie Folk Chill,False
123,Blood Red Sentimental Blues,6m2OUSC736AxOVJ3W0FcEr,5tOffZXVBFTMS7mkKQ3tpX,0.566,0.716,10.0,-6.254,1.0,0.0253,0.218,3.3e-06,0.185,0.679,92.982,276333.0,Indie Folk Chill,False
124,New York,1DJFBjtxPwiTlHFpBnp7kp,37i9dQZF1DZ06evO2FusBW,0.21,0.21,4.0,-17.916,1.0,0.0508,0.96,0.885,0.11,0.0395,165.257,210760.0,This Is RIOPY,False
125,Wolves,5IPIpXq8znsSOybCsbd88v,5tOffZXVBFTMS7mkKQ3tpX,0.331,0.288,1.0,-11.067,1.0,0.0311,0.943,0.00453,0.0756,0.097,130.752,374640.0,Indie Folk Chill,False
126,Sunsetz,69UqtTHfUKAJweQwEStRzC,5tOffZXVBFTMS7mkKQ3tpX,0.412,0.477,9.0,-9.381,0.0,0.029,0.0542,0.798,0.0975,0.141,75.302,214680.0,Indie Folk Chill,False
127,"10,000 Weight in Gold",62xoeztSUzgIBTQgbRBBRR,5tOffZXVBFTMS7mkKQ3tpX,0.485,0.491,1.0,-9.537,1.0,0.0229,0.451,0.588,0.141,0.254,82.842,252307.0,Indie Folk Chill,False
128,Open Road,1IycYHHYjKgxvB8AHCdu7O,5tOffZXVBFTMS7mkKQ3tpX,0.564,0.455,5.0,-8.282,1.0,0.0369,0.807,0.000184,0.0832,0.305,132.196,258731.0,Indie Folk Chill,False
129,Virginia May,435XaJ1Mqo5Pd7AwRE7nrF,5tOffZXVBFTMS7mkKQ3tpX,0.542,0.318,0.0,-12.797,1.0,0.0369,0.826,4.07e-05,0.106,0.489,88.881,178347.0,Indie Folk Chill,False
130,Yours to Keep,0ljxKa4x3ahmDeQOrLCjJr,5tOffZXVBFTMS7mkKQ3tpX,0.536,0.517,1.0,-8.184,1.0,0.0462,0.496,0.0513,0.38,0.229,85.479,202427.0,Indie Folk Chill,False
131,Pulaski at Night,1AJ6dy0kvwMqGNPAT8XlJp,5tOffZXVBFTMS7mkKQ3tpX,0.446,0.643,7.0,-7.925,1.0,0.0561,0.67,0.000818,0.0951,0.531,99.608,289093.0,Indie Folk Chill,False
132,Wild Country,0Hb2wHT0WevP1oSjp1Ubev,5tOffZXVBFTMS7mkKQ3tpX,0.554,0.566,9.0,-8.728,1.0,0.0295,0.451,0.000364,0.128,0.367,86.051,223584.0,Indie Folk Chill,False
133,All Shades of Blue,1xhgkhzFBEg7n1SrUgmSmU,5tOffZXVBFTMS7mkKQ3tpX,0.478,0.299,2.0,-10.908,1.0,0.032,0.882,0.000687,0.11,0.287,161.388,213573.0,Indie Folk Chill,False
134,We Will Run,5q3lFZYp9HLaXATffQSgcj,5tOffZXVBFTMS7mkKQ3tpX,0.652,0.627,11.0,-9.601,1.0,0.034,0.493,0.036,0.166,0.467,100.113,255520.0,Indie Folk Chill,False
135,Leopold Street,54JRSJZ0HjBkAiNWRBvsvH,5tOffZXVBFTMS7mkKQ3tpX,0.54,0.473,2.0,-9.975,1.0,0.031,0.409,0.000169,0.169,0.585,87.01,206880.0,Indie Folk Chill,False
136,Six Years,7DeJ8TdwgNpz6Un0SiskhX,5tOffZXVBFTMS7mkKQ3tpX,0.402,0.476,0.0,-8.823,1.0,0.0289,0.334,0.0701,0.0947,0.164,86.06,282147.0,Indie Folk Chill,False
137,American Girl,35D0xUf06Tu3yr1sqr4Vsv,5tOffZXVBFTMS7mkKQ3tpX,0.636,0.366,0.0,-9.974,1.0,0.026,0.918,0.000498,0.136,0.305,103.002,175500.0,Indie Folk Chill,False
138,Blackbird,6vQgl7ZkdIKGH8swFlVqIb,35oLMiAK4VM2T0ek3PTPIc,0.696,0.739,5.0,-6.616,1.0,0.0352,0.201,0.000726,0.113,0.169,117.973,179853.0,Chillin',False
139,To Be Young,2sGMdSJKbxJFHVzI7F4zuR,5tOffZXVBFTMS7mkKQ3tpX,0.641,0.177,2.0,-11.405,1.0,0.0349,0.853,2.24e-06,0.115,0.369,117.259,268760.0,Indie Folk Chill,False
140,Elation,7I7LzsOIMxsFZ3B8nDDG7y,5tOffZXVBFTMS7mkKQ3tpX,0.563,0.275,8.0,-12.969,1.0,0.0461,0.851,0.0022,0.0738,0.237,82.528,210573.0,Indie Folk Chill,False
141,Funtimes in Babylon,2OTovEYN1lx57YfLEe4ylM,5tOffZXVBFTMS7mkKQ3tpX,0.536,0.489,4.0,-7.669,1.0,0.0319,0.74,0.0,0.0948,0.364,104.598,219893.0,Indie Folk Chill,False
142,Which Side I'm On,6mpcjAOONOJTKHClEkbamp,5tOffZXVBFTMS7mkKQ3tpX,0.409,0.619,7.0,-6.921,1.0,0.0337,0.562,0.00859,0.0717,0.338,102.868,249773.0,Indie Folk Chill,False
143,Don't Doubt,5GXaARRwGvgiY1mOugw6Y4,5tOffZXVBFTMS7mkKQ3tpX,0.633,0.285,0.0,-9.934,1.0,0.0292,0.499,1.24e-05,0.0857,0.396,109.827,244787.0,Indie Folk Chill,False
144,Gold In The Air,4zWCsM4lzJp6ou1YYOCgZI,5tOffZXVBFTMS7mkKQ3tpX,0.379,0.286,2.0,-12.211,1.0,0.0359,0.945,0.0,0.138,0.248,169.365,201089.0,Indie Folk Chill,False
145,Off The Main Drag,5buf0tUN7uBXaITiNkjqAb,5tOffZXVBFTMS7mkKQ3tpX,0.395,0.211,4.0,-15.917,1.0,0.0437,0.757,0.00224,0.103,0.44,56.715,224893.0,Indie Folk Chill,False
146,"Hamlet, Accidentally",4wxgdWt6RupjqgityEZ9vz,5tOffZXVBFTMS7mkKQ3tpX,0.57,0.23,6.0,-13.448,1.0,0.0267,0.764,0.00419,0.12,0.0432,93.901,198707.0,Indie Folk Chill,False
147,Library Magic,4HjEsfSpWo8gvZMr9SA3a1,5tOffZXVBFTMS7mkKQ3tpX,0.425,0.616,4.0,-7.585,1.0,0.0381,0.248,0.0,0.0978,0.532,89.705,193787.0,Indie Folk Chill,False
148,The Better Life,77nCtnLOfyF5ImOztB8rBU,5tOffZXVBFTMS7mkKQ3tpX,0.59,0.663,8.0,-8.624,1.0,0.0266,0.252,0.0176,0.0782,0.728,150.056,219141.0,Indie Folk Chill,False
149,Four Feet in the Forest,4jhBBFUEOTvtHzLRHxcsAw,5tOffZXVBFTMS7mkKQ3tpX,0.723,0.686,8.0,-9.277,1.0,0.0797,0.587,3.87e-05,0.214,0.756,146.868,214000.0,Indie Folk Chill,False
150,Iffy,26jTwp6phFiELR3454BUTk,3FInOSJaKv5QzLQrd3lCgA,0.425,0.294,10.0,-10.754,1.0,0.0498,0.793,8.43e-06,0.367,0.312,186.027,236348.0,JP,False
151,Like The Dawn,3rhyMywAzKIALXc1uQYB1d,5tOffZXVBFTMS7mkKQ3tpX,0.571,0.491,5.0,-11.351,0.0,0.0281,0.503,0.00568,0.098,0.37,96.028,305000.0,Indie Folk Chill,False
152,Porcelain,3G0a4nFOnLKRJryigXN0Tc,5tOffZXVBFTMS7mkKQ3tpX,0.626,0.278,2.0,-15.12,1.0,0.036,0.803,0.106,0.111,0.333,137.991,261760.0,Indie Folk Chill,False
153,Dawning On Me,1widQ9TODdm2HQT95lgfQg,5tOffZXVBFTMS7mkKQ3tpX,0.482,0.305,7.0,-14.315,1.0,0.0341,0.955,0.836,0.0875,0.463,94.71,199773.0,Indie Folk Chill,False
154,Little Worlds,7btxoqf0r9yh9SYlxziLMq,5tOffZXVBFTMS7mkKQ3tpX,0.541,0.4,2.0,-9.305,1.0,0.0247,0.902,0.00149,0.115,0.511,102.977,210227.0,Indie Folk Chill,False
155,Ladyland,1fKUEaFNbpNeWtgIeGrLRh,5tOffZXVBFTMS7mkKQ3tpX,0.489,0.288,3.0,-13.924,1.0,0.0439,0.819,0.0,0.261,0.392,90.338,104275.0,Indie Folk Chill,False
156,Saint Valentine,739oqfjALCWZgSNhyanIXC,5tOffZXVBFTMS7mkKQ3tpX,0.543,0.358,3.0,-11.162,1.0,0.0324,0.937,0.0073,0.107,0.436,132.13,203947.0,Indie Folk Chill,False
157,Suitcase Full of Sparks,6qfg00bGlM1dQJwq08lZGi,5tOffZXVBFTMS7mkKQ3tpX,0.521,0.44,0.0,-10.311,1.0,0.0304,0.935,0.0029,0.127,0.502,93.404,236653.0,Indie Folk Chill,False
158,The Farmer,09zy9G8XtZOS93sevCMAdx,5tOffZXVBFTMS7mkKQ3tpX,0.54,0.615,8.0,-8.694,1.0,0.0506,0.33,2e-06,0.0976,0.201,124.9,246058.0,Indie Folk Chill,False
159,Gentle on My Mind,2nX2TPYt4QOuRdCfbPFq9o,5tOffZXVBFTMS7mkKQ3tpX,0.488,0.326,3.0,-12.02,1.0,0.0328,0.945,0.0157,0.119,0.323,106.063,352280.0,Indie Folk Chill,False
160,Outsider,6ZgjkGLDsbWUi71KKepV6d,5tOffZXVBFTMS7mkKQ3tpX,0.447,0.411,1.0,-11.182,0.0,0.0357,0.692,0.0448,0.12,0.173,63.933,284400.0,Indie Folk Chill,False
161,I Will Remain,1pRb7DlOyLPGcBJUJoAKOo,5tOffZXVBFTMS7mkKQ3tpX,0.744,0.432,8.0,-11.173,1.0,0.0383,0.79,0.0135,0.111,0.682,123.933,206547.0,Indie Folk Chill,False
162,Cardinal,54YE9pzrjZToZSneNAXV99,5tOffZXVBFTMS7mkKQ3tpX,0.544,0.296,10.0,-9.424,1.0,0.033,0.84,9.07e-05,0.1,0.389,158.253,209899.0,Indie Folk Chill,False
163,Come Away,1tpSOLApZSgDaFqYHIeQl9,3FInOSJaKv5QzLQrd3lCgA,0.673,0.592,0.0,-8.388,1.0,0.0305,0.214,0.0,0.11,0.231,121.949,260693.0,JP,False
164,Land of the Living,4m9DSdV4XU49dDJ8yhaMMv,5tOffZXVBFTMS7mkKQ3tpX,0.512,0.384,5.0,-8.799,1.0,0.0331,0.512,0.000193,0.128,0.289,121.992,264987.0,Indie Folk Chill,False
165,Olalla,4R59wt5nnhYo88PIu3cUIt,37i9dQZF1DWYGZAMYFDM8S,0.573,0.406,3.0,-11.946,1.0,0.0361,0.653,0.475,0.123,0.376,130.021,248160.0,Acoustic Chill,False
166,Deer Creek Canyon,7f7XDVYgznRghZVpnorBPF,5tOffZXVBFTMS7mkKQ3tpX,0.642,0.444,10.0,-12.119,1.0,0.0316,0.744,0.0491,0.151,0.326,93.427,198893.0,Indie Folk Chill,False
167,Stars and Satellites,6l33h0irAiriPBKTTuclZg,5tOffZXVBFTMS7mkKQ3tpX,0.44,0.197,11.0,-20.422,1.0,0.0322,0.761,5.68e-05,0.142,0.276,136.91,170213.0,Indie Folk Chill,False
168,Hello My Old Heart,66MXa8qDIQRtwuxuNtjNCu,37i9dQZF1DWYGZAMYFDM8S,0.558,0.299,0.0,-10.634,1.0,0.0266,0.622,0.0305,0.0914,0.298,90.077,256007.0,Acoustic Chill,False
169,Each Coming Night,1W0AEYBGDQw5z5TAQTHWiG,5tOffZXVBFTMS7mkKQ3tpX,0.361,0.23,2.0,-15.517,1.0,0.0359,0.835,0.517,0.111,0.415,163.354,207720.0,Indie Folk Chill,False
170,Winter Winds,73TSiedpNHa7Ti0XixxTZi,3FInOSJaKv5QzLQrd3lCgA,0.465,0.499,7.0,-6.996,1.0,0.0268,0.218,0.0,0.362,0.42,83.879,219707.0,JP,False
171,Clawhammer Medley,40HrZG1rgdb4p55Qi7yKgQ,5tOffZXVBFTMS7mkKQ3tpX,0.57,0.629,2.0,-5.791,1.0,0.031,0.535,0.701,0.0879,0.806,110.715,136347.0,Indie Folk Chill,False
172,Rivers and Roads,4Q6Kuze3wNMQRjamyBjHUR,5tOffZXVBFTMS7mkKQ3tpX,0.494,0.194,0.0,-8.965,1.0,0.0352,0.699,2.98e-05,0.0803,0.161,135.753,284000.0,Indie Folk Chill,False
173,Halcyon,4abEe6s1Ja2qSxqC6BUzn1,5tOffZXVBFTMS7mkKQ3tpX,0.633,0.382,2.0,-13.637,1.0,0.0256,0.806,0.161,0.0829,0.2,101.012,239080.0,Indie Folk Chill,False
174,Just One,17HIlGOwZ8J7qz0UVFnjuZ,5tOffZXVBFTMS7mkKQ3tpX,0.481,0.401,7.0,-8.821,1.0,0.0289,0.552,8.2e-05,0.0975,0.196,110.801,269067.0,Indie Folk Chill,False
175,Bud,1OLuZDecGqxUYCuNyjH8Qr,5tOffZXVBFTMS7mkKQ3tpX,0.382,0.238,3.0,-12.993,1.0,0.0337,0.889,0.00023,0.114,0.3,176.774,215084.0,Indie Folk Chill,False
176,One Red Thread,0xOZTzwpERp1jrRk9Qly3Q,5tOffZXVBFTMS7mkKQ3tpX,0.504,0.339,2.0,-13.007,1.0,0.0325,0.812,0.00075,0.083,0.288,97.859,271000.0,Indie Folk Chill,False
177,Old Town,62wUcF268nKH9HcMaY247d,5tOffZXVBFTMS7mkKQ3tpX,0.526,0.185,10.0,-15.744,1.0,0.0284,0.818,7.8e-05,0.106,0.471,100.278,187037.0,Indie Folk Chill,False
178,Lost Lula,7GZYE2F7OBnHkILUn96b2z,5tOffZXVBFTMS7mkKQ3tpX,0.385,0.31,4.0,-17.464,1.0,0.0556,0.987,0.937,0.0906,0.754,171.842,146240.0,Indie Folk Chill,False
179,Send My Fond Regards to Lonelyville,2ybO0afBP4A8gypNbrH4aJ,5tOffZXVBFTMS7mkKQ3tpX,0.431,0.422,7.0,-9.837,1.0,0.0291,0.615,6.45e-05,0.102,0.473,171.957,366973.0,Indie Folk Chill,False
180,The Mtn Song,2RVTfVnMg1iAb6lEagBVtL,5tOffZXVBFTMS7mkKQ3tpX,0.416,0.341,0.0,-9.168,1.0,0.0402,0.916,1.13e-06,0.263,0.32,139.899,238580.0,Indie Folk Chill,False
181,Moon At Dawn,1p69jwwnSKmqUCqloHSTxz,5tOffZXVBFTMS7mkKQ3tpX,0.392,0.495,9.0,-8.193,1.0,0.0316,0.348,0.0498,0.0784,0.415,104.783,247520.0,Indie Folk Chill,False
182,Amos Wilder,6RTIo9qIckWh0KTKm7p3Ng,5tOffZXVBFTMS7mkKQ3tpX,0.416,0.305,2.0,-11.177,1.0,0.0385,0.923,0.95,0.11,0.0673,152.965,203302.0,Indie Folk Chill,False
183,Without Me,58fhd4lGAudPcnfY9oenp1,5tOffZXVBFTMS7mkKQ3tpX,0.47,0.351,7.0,-9.385,1.0,0.034,0.757,1.32e-06,0.556,0.392,152.013,344573.0,Indie Folk Chill,False
184,Asylum,736Jy0aC33icgo4VWXgnU6,5tOffZXVBFTMS7mkKQ3tpX,0.436,0.388,7.0,-9.765,1.0,0.0303,0.122,2.79e-06,0.198,0.217,128.97,231200.0,Indie Folk Chill,False
185,Birds and Stars,50pmnragHfe7a6EuggcKVI,5tOffZXVBFTMS7mkKQ3tpX,0.573,0.371,0.0,-12.248,1.0,0.0592,0.793,0.0249,0.104,0.228,82.402,191933.0,Indie Folk Chill,False
186,"Honey, It's Alright",5BTHMC1yaJGHmUi2nRpXfq,5tOffZXVBFTMS7mkKQ3tpX,0.471,0.0775,0.0,-15.664,1.0,0.0562,0.94,0.00675,0.106,0.0839,132.02,191080.0,Indie Folk Chill,False
187,This Is What,46xIevvSTzeoWQ9Od1DBQc,5tOffZXVBFTMS7mkKQ3tpX,0.389,0.262,1.0,-12.042,0.0,0.0301,0.902,0.0353,0.115,0.417,88.26,189907.0,Indie Folk Chill,False
188,The Village,1ednEvaCEknxTnGJgHoMBF,5tOffZXVBFTMS7mkKQ3tpX,0.448,0.139,5.0,-13.811,1.0,0.0475,0.934,0.911,0.122,0.0928,118.272,185760.0,Indie Folk Chill,False
189,Some Day Soon,73h0kfW72SgSKzfBRR6GPO,5tOffZXVBFTMS7mkKQ3tpX,0.593,0.554,4.0,-12.187,1.0,0.0286,0.931,0.888,0.0918,0.416,92.861,287800.0,Indie Folk Chill,False
190,Reunite,3FZp9Dzst1a9cnVJuxxtvH,3FInOSJaKv5QzLQrd3lCgA,0.59,0.476,1.0,-12.784,0.0,0.0294,0.756,0.208,0.106,0.6,68.161,235720.0,JP,False
191,"Welcome Home, Son",13PUJCvdTSCT1dn70tlGdm,3FInOSJaKv5QzLQrd3lCgA,0.601,0.537,6.0,-9.464,1.0,0.0296,0.743,0.732,0.143,0.394,144.994,285320.0,JP,False
192,Tape 03,2ZO1Y1Bbot1jrdPApAyCV2,5tOffZXVBFTMS7mkKQ3tpX,0.399,0.467,5.0,-10.296,1.0,0.0314,0.869,0.151,0.109,0.311,115.965,280613.0,Indie Folk Chill,False
193,Horticulture,5T06VjxhASUp9BmDDYchJq,5tOffZXVBFTMS7mkKQ3tpX,0.526,0.0257,2.0,-23.332,1.0,0.0368,0.968,0.0458,0.0921,0.0769,145.991,240000.0,Indie Folk Chill,False
194,Blood,5eeMft4YZx0Xdf9yJPNZJY,5tOffZXVBFTMS7mkKQ3tpX,0.473,0.478,11.0,-8.585,1.0,0.0282,0.0984,0.0747,0.118,0.116,79.043,326920.0,Indie Folk Chill,False
195,The Story I Heard,1eU942t2SHtSRIQlVSckQc,5tOffZXVBFTMS7mkKQ3tpX,0.742,0.44,1.0,-12.9,1.0,0.0273,0.582,0.000435,0.0792,0.509,95.544,273413.0,Indie Folk Chill,False
196,Shine,3MUKutBh9ArBBjxZqJDPDX,5U2MYFAcQ3yT7XbHYgGPmb,0.545,0.811,7.0,-5.866,1.0,0.0712,0.0058,8.89e-05,0.462,0.284,128.058,228676.0,House,False
197,No Mystery,3nFK0U2hAeDFptgFqcHFm3,5tOffZXVBFTMS7mkKQ3tpX,0.515,0.311,2.0,-12.026,1.0,0.0448,0.71,0.000311,0.112,0.125,170.325,324000.0,Indie Folk Chill,False
198,Sundance,2N9QYIrmj2W1LiVIoXup1V,5tOffZXVBFTMS7mkKQ3tpX,0.618,0.317,0.0,-9.107,0.0,0.0283,0.568,0.0,0.0797,0.22,131.912,176141.0,Indie Folk Chill,False
199,Fractured,4ZbXJQc9rP0G5w3YEFoGd5,5tOffZXVBFTMS7mkKQ3tpX,0.571,0.275,9.0,-12.726,1.0,0.0286,0.832,0.000519,0.132,0.127,68.064,194800.0,Indie Folk Chill,False
200,Feel Your Skin,717dytawVJiEJRTKHhvdjT,5tOffZXVBFTMS7mkKQ3tpX,0.519,0.417,11.0,-8.672,1.0,0.0435,0.809,9.39e-06,0.0958,0.198,77.159,151979.0,Indie Folk Chill,False
201,Second Heart,3ygOohNGIMoSZF9Y2CVTT2,5tOffZXVBFTMS7mkKQ3tpX,0.676,0.176,6.0,-17.717,0.0,0.0392,0.934,0.178,0.111,0.115,128.962,245551.0,Indie Folk Chill,False
202,Seattle Rain,3ZUVpMFrjJYYX4TTuPXXef,5tOffZXVBFTMS7mkKQ3tpX,0.418,0.198,10.0,-8.879,1.0,0.0323,0.806,0.0,0.0693,0.387,89.074,218653.0,Indie Folk Chill,False
203,River,73VzzfuoQ6CxBQ9TtVhJKa,37i9dQZF1DWYGZAMYFDM8S,0.643,0.34,2.0,-13.987,1.0,0.0366,0.816,0.0184,0.0926,0.32,126.102,243776.0,Acoustic Chill,False
204,Down by the River,2Lg44cIfzMDBA8CF9GdCYX,5tOffZXVBFTMS7mkKQ3tpX,0.322,0.236,1.0,-14.159,1.0,0.0351,0.858,0.667,0.0902,0.267,80.571,231478.0,Indie Folk Chill,False
205,Coffee,429NtPmr12aypzFH3FkN9l,5tOffZXVBFTMS7mkKQ3tpX,0.532,0.137,9.0,-18.208,1.0,0.0717,0.982,0.962,0.112,0.301,118.734,126825.0,Indie Folk Chill,False
206,I Won't Go,4TyrSGg5dubBD14hSpG8g0,5tOffZXVBFTMS7mkKQ3tpX,0.367,0.197,5.0,-13.353,1.0,0.0323,0.794,0.122,0.107,0.134,70.276,209309.0,Indie Folk Chill,False
207,Comfort in the Chaos,5tglmltRZLBPm61AuB3Tm1,5tOffZXVBFTMS7mkKQ3tpX,0.657,0.404,0.0,-9.87,0.0,0.0688,0.717,0.000515,0.103,0.51,161.936,192515.0,Indie Folk Chill,False
208,Odyssea,3kGRAyhUqfBwKyotQNkeDB,5tOffZXVBFTMS7mkKQ3tpX,0.512,0.481,4.0,-5.731,1.0,0.028,0.779,0.224,0.159,0.147,127.573,240250.0,Indie Folk Chill,False
209,"Oregon, Virginia",6oy06rK7aVW9AsQthR7qxg,5tOffZXVBFTMS7mkKQ3tpX,0.543,0.296,2.0,-11.771,1.0,0.0311,0.862,0.0252,0.225,0.343,169.535,234500.0,Indie Folk Chill,False
210,Appalachia,04drOk9EIWQ3adINuZ7ahn,5tOffZXVBFTMS7mkKQ3tpX,0.611,0.14,3.0,-19.07,1.0,0.0331,0.928,0.104,0.113,0.359,81.873,288659.0,Indie Folk Chill,False
211,Sierra,3OApa57bg9hyZDtRNBETew,5tOffZXVBFTMS7mkKQ3tpX,0.417,0.342,2.0,-10.7,1.0,0.0374,0.892,0.00884,0.117,0.355,176.184,251000.0,Indie Folk Chill,False
212,Wildflower,3SxpQR1mrAw8XJszsylIwO,5tOffZXVBFTMS7mkKQ3tpX,0.482,0.435,10.0,-13.52,0.0,0.0394,0.321,0.0608,0.317,0.122,101.045,250179.0,Indie Folk Chill,False
213,Rolling to Nowhere,0A85jdX4QnyqAuPr8ixxNC,5tOffZXVBFTMS7mkKQ3tpX,0.716,0.399,2.0,-8.989,1.0,0.0307,0.751,0.0354,0.0759,0.183,112.074,265781.0,Indie Folk Chill,False
214,Mavourneen,7eUwTIXStPhTLza1dYXK9a,5tOffZXVBFTMS7mkKQ3tpX,0.605,0.442,5.0,-9.281,1.0,0.0244,0.315,1.01e-06,0.0944,0.49,99.113,259520.0,Indie Folk Chill,False
215,There Will Be a Time,1hqdpmcEfqzE7h9Dq6G2aw,5tOffZXVBFTMS7mkKQ3tpX,0.586,0.301,7.0,-9.537,1.0,0.0358,0.752,7.64e-06,0.131,0.418,103.908,242867.0,Indie Folk Chill,False
216,Morningtown,1u39EHnocUCdeJu8mrwkAc,5tOffZXVBFTMS7mkKQ3tpX,0.584,0.14,10.0,-10.683,1.0,0.0418,0.923,5.57e-06,0.103,0.407,108.556,159500.0,Indie Folk Chill,False
217,You,3OfbtToa7qDp5fNonWOOdE,7ozIozDp260fjNOZy1yzRG,0.452,0.5,0.0,-9.684,1.0,0.0491,0.152,0.00954,0.144,0.66,109.331,106909.0,Chillout 2023,False
218,Mighty Fine Day,1Xed9LJL2vYHC5UD5wTdxH,5tOffZXVBFTMS7mkKQ3tpX,0.473,0.278,2.0,-14.709,1.0,0.0314,0.803,0.0678,0.106,0.223,109.877,149748.0,Indie Folk Chill,False
219,Trying To Say,3g5ylrTTwYMTvtJUX6Ycs7,5tOffZXVBFTMS7mkKQ3tpX,0.481,0.295,1.0,-13.284,0.0,0.035,0.82,0.237,0.177,0.317,105.192,194074.0,Indie Folk Chill,False
220,Closer To The Sun,5qQ7HmA57BxMfHEOtWuPCF,5tOffZXVBFTMS7mkKQ3tpX,0.358,0.284,0.0,-13.413,1.0,0.0283,0.93,0.00447,0.138,0.361,94.434,227763.0,Indie Folk Chill,False
221,Send Our Love,4eO3ZPXoUNa3xNZZikblc5,5tOffZXVBFTMS7mkKQ3tpX,0.5,0.334,7.0,-10.491,1.0,0.0323,0.555,0.000979,0.102,0.573,96.189,232424.0,Indie Folk Chill,False
222,Rosie,09t8F6vwElB6scMtsGpyaP,5tOffZXVBFTMS7mkKQ3tpX,0.45,0.242,3.0,-12.955,1.0,0.0275,0.906,2.21e-06,0.11,0.543,97.648,118827.0,Indie Folk Chill,False
223,Words Unspoken,490VPBUaXlSqNM0y5zP7H5,5tOffZXVBFTMS7mkKQ3tpX,0.444,0.524,2.0,-9.874,1.0,0.0296,0.635,0.934,0.1,0.535,105.002,172907.0,Indie Folk Chill,False
224,Timshel,4aHzQbalMnDm04AAW5K4se,5tOffZXVBFTMS7mkKQ3tpX,0.463,0.279,5.0,-9.5,1.0,0.0344,0.863,6.94e-06,0.114,0.0859,82.509,173400.0,Indie Folk Chill,False
225,Millennial Blues,2ykxIrUWedFFawBfb5PSBC,5tOffZXVBFTMS7mkKQ3tpX,0.554,0.176,4.0,-9.633,1.0,0.0432,0.917,0.0,0.106,0.229,147.729,206716.0,Indie Folk Chill,False
226,Out of Egypt,4dzi9ff1Zm5PqLtn0gyM9a,5tOffZXVBFTMS7mkKQ3tpX,0.636,0.196,9.0,-14.251,0.0,0.0526,0.908,0.000984,0.127,0.383,143.322,139162.0,Indie Folk Chill,False
227,Ashford,1YUYBKSjSFOM38Ud8vWzex,5tOffZXVBFTMS7mkKQ3tpX,0.398,0.386,5.0,-14.55,0.0,0.0833,0.631,0.158,0.0868,0.294,171.634,207000.0,Indie Folk Chill,False
228,New Moon,3J0g7vuaHQy7xur7OLbXgo,5tOffZXVBFTMS7mkKQ3tpX,0.581,0.178,2.0,-15.405,1.0,0.0446,0.863,0.176,0.0819,0.354,180.264,215623.0,Indie Folk Chill,False
229,Dunes Dream,11IAfyz9y81Ca7mZMuapD2,5tOffZXVBFTMS7mkKQ3tpX,0.668,0.123,4.0,-19.658,1.0,0.0325,0.968,0.00151,0.102,0.366,111.953,114318.0,Indie Folk Chill,False
230,Lost Satellites,14URsWjmk45OwJ6QjVN77e,5tOffZXVBFTMS7mkKQ3tpX,0.455,0.102,2.0,-19.243,1.0,0.0377,0.9,0.00497,0.13,0.316,119.985,143133.0,Indie Folk Chill,False
231,You're Too Good For Me,6Wr6IGBdsgbS5FmHmnftcJ,5tOffZXVBFTMS7mkKQ3tpX,0.559,0.253,3.0,-13.599,1.0,0.101,0.259,0.0,0.237,0.571,183.753,146026.0,Indie Folk Chill,False
232,Peace Be Still,1rj0ZxXEE4J0TroutIVTTz,5tOffZXVBFTMS7mkKQ3tpX,0.579,0.722,7.0,-6.766,1.0,0.0386,0.324,0.00296,0.0835,0.351,141.905,252960.0,Indie Folk Chill,False
233,Darlin',5YzvaFdxrTlfL41UZJFeEQ,5tOffZXVBFTMS7mkKQ3tpX,0.37,0.562,7.0,-6.814,1.0,0.0259,0.329,0.036,0.203,0.251,78.959,198947.0,Indie Folk Chill,False
234,The Mountains,1ufoef0eLjtTneuTmlFOXn,5tOffZXVBFTMS7mkKQ3tpX,0.618,0.296,9.0,-11.242,1.0,0.0277,0.534,3e-06,0.139,0.313,106.02,192000.0,Indie Folk Chill,False
